Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
BRIANA,1.0,Truly the best anytime!,US,1,2021-01-20T23:38:16Z,"Comedy Driving, Inc."
TANNER,0.8,"Def driving

Since it’s been updated it’s better but the videos are still really long",US,1,2021-01-20T23:37:02Z,"Comedy Driving, Inc."
ERICK,0.8,Very good experience,US,2,2021-01-20T23:35:18Z,"Comedy Driving, Inc."
LUIS,1.0,"Very good classes and hilarious i…

Very good classes and hilarious i recommend it to others.",US,1,2021-01-20T23:30:35Z,"Comedy Driving, Inc."
Kel,1.0,"Great and very informative

Great and very informative. I enjoyed every second of it!",US,1,2021-01-20T23:30:24Z,"Comedy Driving, Inc."
Dara M’chelle,0.8,"I enjoyed it

I enjoyed it, but the jokes could have been better! The information was great and the interviews amazing.",US,1,2021-01-20T23:30:07Z,"Comedy Driving, Inc."
Cameryn Cummins,1.0,"I absolutely love this I had so much…

I absolutely love this I had so much fun and I definitely learned a lot I took a lot of notes you got to pay attention for the test questions but other than that very informative I think a lot of people need to take this defensive driving course just to get a refresher because so many things have changed you definitely do learn a lot and it is definitely funny thanks so much",US,2,2021-01-20T23:27:05Z,"Comedy Driving, Inc."
DALE,1.0,"I really enjoyed the course and stuck…

I really enjoyed the course and stuck with it, had it done in no time and had my Saturday free to do what I wanted!",US,1,2021-01-20T23:25:46Z,"Comedy Driving, Inc."
Sam Nasr,0.8,"Much better than the old school…

Much better than the old school defensive driving courses .",US,1,2021-01-20T23:25:17Z,"Comedy Driving, Inc."
JTX,1.0,"Love it!

Was quick and at my own pace!",US,1,2021-01-20T23:24:49Z,"Comedy Driving, Inc."
MICHAEL,1.0,"Comedic Alternative

Made taking defensive driving bearable and funny.
Inexpensive, easy access and upfront.
I highly recommend!!",US,1,2021-01-20T23:22:12Z,"Comedy Driving, Inc."
Sterling Woods,1.0,Awesome class,US,2,2021-01-20T23:22:03Z,"Comedy Driving, Inc."
NISREEN,1.0,"It was will organize and help me…

It was will organize and help me refresh my driving experience
Thanks",US,1,2021-01-20T23:22:35Z,"Comedy Driving, Inc."
LYDIA,1.0,"Took a lot of notes but didn’t use…

Took a lot of notes but didn’t use them. It was presented in a way I retained what was presented",US,1,2021-01-20T23:19:16Z,"Comedy Driving, Inc."
ALEXIS,1.0,"11 Years, and still love it!

I've used Comedy Driving several times over the course of my driving career- specifically since my first accident at the age of 16! It's been 11 years, and I still come back to Comedy Driving as a reliable source of driver's education and I recommend it to everyone I know to help lower their insurance rates.",US,1,2021-01-20T23:18:17Z,"Comedy Driving, Inc."
KEVIN,1.0,"Easy and Convenient

Engaging Material allowing for time to go quick and still learn",US,1,2021-01-20T23:17:56Z,"Comedy Driving, Inc."
ZACH,1.0,Outstanding content and understanding,US,1,2021-01-20T23:16:26Z,"Comedy Driving, Inc."
MIRBAHRAM,1.0,All was good !,US,1,2021-01-20T23:15:02Z,"Comedy Driving, Inc."
ELLEN,1.0,Thanks for making it painless!,US,1,2021-01-20T23:13:24Z,"Comedy Driving, Inc."
KIMBERLY,1.0,Funny interactive worth the money 💯,US,1,2021-01-20T23:12:06Z,"Comedy Driving, Inc."
BENJAMIN,0.8,"Good service

Good service, a bit expensive to print out the driving record. But overall would use again if I ever have too",US,1,2021-01-20T23:11:56Z,"Comedy Driving, Inc."
KELLY,1.0,Educational,US,1,2021-01-20T23:10:05Z,"Comedy Driving, Inc."
Angela,1.0,"Funny when needed to be and serious…

Funny when needed to be and serious when needed to be. Overall a good experience.",US,2,2021-01-20T23:09:30Z,"Comedy Driving, Inc."
ELLEN,1.0,"It was easy to use.

It was easy to use.. I had a little tech issue woke the next morning and it was corrected.
Keep up the good work.",US,1,2021-01-20T23:08:05Z,"Comedy Driving, Inc."
Travis Hooper,1.0,"Very straightforward

Very straightforward. No hidden or trick questions plus I learned something new.",US,2,2021-01-20T23:08:01Z,"Comedy Driving, Inc."
Adwoa,0.2,"Satisfied Not

Double charge for a certification i didn't get",US,1,2021-01-20T23:07:40Z,"Comedy Driving, Inc."
ARNE,1.0,"Kinda funny

Kinda funny. Made course interesting so you learn some after 50 years of driving wrong!",US,2,2021-01-20T23:06:52Z,"Comedy Driving, Inc."
SHERRI,1.0,"I enjoyed the course

I enjoyed the course, it was hokey but entertaining. I’ve taken courses in the past that were boring and I struggled to stay awake. I would recommend this site to anyone who wanted to take a driving course.",US,1,2021-01-20T23:06:39Z,"Comedy Driving, Inc."
LORI,1.0,"I found it very informative and…

I found it very informative and helpful! The comic relief kept my interest.",US,1,2021-01-20T23:05:45Z,"Comedy Driving, Inc."
VICKIE,1.0,"The course was actually enjoyable 😉…

The course was actually enjoyable 😉 and easy. I loved being able to go at my own pace. I woul use again",US,1,2021-01-20T23:04:52Z,"Comedy Driving, Inc."
MARCUS,1.0,Excellent service!,US,1,2021-01-20T23:04:24Z,"Comedy Driving, Inc."
PATRICIA,1.0,"Funny

Funny, easy to follow and comprehend.",US,1,2021-01-20T23:03:41Z,"Comedy Driving, Inc."
GLENN,1.0,"Defensive Driving Review

The videos were informative and the sessions were short enough that I was able to complete them rather easily. Much better than having to go attend a 6 hour class on a Saturday !! Also much cheaper total of $30.00 including the immediate certificate email. I was told an in person class would cost $53.00, including the immediate certificate email. I will certainly recommend the class to people for either a ticket dismissal or for a lower car insurance rate.",US,1,2021-01-20T23:03:16Z,"Comedy Driving, Inc."
AMANDA,1.0,Great program,US,1,2021-01-20T23:02:22Z,"Comedy Driving, Inc."
MARC,1.0,"This was the best online defensive…

This was the best online defensive driving experience that I've had.
I would definitely recommend this online course.",US,1,2021-01-20T23:00:42Z,"Comedy Driving, Inc."
LAURA,1.0,Great course!,US,1,2021-01-20T23:00:33Z,"Comedy Driving, Inc."
MARTIN,1.0,"Loved

Loved taking this course it was quick and effective.",US,1,2021-01-20T23:00:33Z,"Comedy Driving, Inc."
JOY,1.0,"This class was very enjoyable to take…

This class was very enjoyable to take and kept u interested all tge way throug . i woukd highly recommend it to evergone



Joy bull",US,1,2021-01-20T23:00:23Z,"Comedy Driving, Inc."
MARCUS,1.0,Very easy to follow along!,US,1,2021-01-20T22:59:53Z,"Comedy Driving, Inc."
EVA C,1.0,"Love this course very entertaining and…

Love this course very entertaining and easy to do at home. This is the second time I used this course and will use it again if I get another ticket lol",US,3,2021-01-20T22:59:41Z,"Comedy Driving, Inc."
SAMRAN ALI,1.0,"Loved the comedy and information

Loved the comedy and information. Very good course. Loved every bit of it!",US,1,2021-01-20T22:59:32Z,"Comedy Driving, Inc."
ZENA,1.0,"The class was fun as well as…

The class was fun as well as enlightening and a refresher.",US,2,2021-01-20T22:59:31Z,"Comedy Driving, Inc."
Mel,1.0,"Easy to follow

Easy to follow, easy to learn. Mission accomplished-almost painlessly.",US,14,2021-01-20T23:00:15Z,"Comedy Driving, Inc."
Andrea,1.0,"It help me a lot with understanding the…

It help me a lot with understanding the road and travel on the roads and highway. Also about how dangerous Text and Driving is.",US,2,2021-01-20T22:59:29Z,"Comedy Driving, Inc."
LARRY,0.8,Worked as advertised,US,1,2021-01-20T22:58:00Z,"Comedy Driving, Inc."
Joel Mosier,1.0,"I enjoyed taking the course

I enjoyed taking the course. It was easy to follow and understand. The information was presented in an honest, informative and humorous manner.",US,2,2021-01-20T22:57:03Z,"Comedy Driving, Inc."
DEBBIE,1.0,It was easy and understandable!,US,1,2021-01-20T22:56:13Z,"Comedy Driving, Inc."
MARK,1.0,Pretty funny stuff actually,US,1,2021-01-20T22:55:57Z,"Comedy Driving, Inc."
MARK,1.0,"Easy to use

Very easy to use",US,1,2021-01-20T22:55:42Z,"Comedy Driving, Inc."
DANIEL,1.0,"Excellent web site ,it's very funny…

Excellent web site ,it's very funny 😄and keep me learning,seeking for the correct answers .
Just don't try to cheat the system and rush to the end of the lesson and taking the test. It does not work .",US,1,2021-01-19T05:50:28Z,"Comedy Driving, Inc."
ERIZA,1.0,"Easy and helpful

Easy, knowledgeable and helpful to keep up with the know on changing laws.",US,2,2021-01-19T05:33:26Z,"Comedy Driving, Inc."
DOMONIK,1.0,It wasn't boring.,US,1,2021-01-19T00:52:32Z,"Comedy Driving, Inc."
David Bailey,1.0,"Chuck was a great instructor

Chuck was a great instructor , he was funny and class went by quickly.",US,1,2019-02-16T22:07:39Z,"Comedy Driving, Inc."
David,0.6,"Updated material with some unacceptable points for me personally

The stupidest material representation I ever seen .
First, thank you for the quick response, you're right in a few points, such as:
-updated material,
-unnecessary costs.

BUT.
-1 star for Adobe Flash (does not work on mobiles)
-1 for voices. Jokes and can be funny without having to be stupid:)

What is really annoying - voices and silly jokes that don't attract attention, but rather make me shut volume down :S

By the end of the course I was full of these ""funny"" voices and would rather went for ""boring"" course than that ""funny"" one.",US,3,2018-12-06T23:11:15Z,"Comedy Driving, Inc."
Cierra Harrison,1.0,"Great

I really enjoy the course, it was funny and not boring!",US,1,2018-05-26T20:14:59Z,"Comedy Driving, Inc."
bob strawser,1.0,"Great course

Great course

Highly revcommend",US,1,2018-05-13T19:16:54Z,"Comedy Driving, Inc."
Tom Coughlin,1.0,"New Technologies Make Driving Safer

Took the six hour Online Defensive Driving Course that is offered at a reasonable $25 price. Especially liked the sessions that covered some of the latest technologies that have been or will soon be introduced in automobiles and pickup trucks. Also liked the emphasis that was placed on the dangers of texting while driving. Completed the course on a Sunday and the certificate arrived via regular mail delivery on Tuesday!",US,1,2018-03-06T00:43:47Z,"Comedy Driving, Inc."
Tony Sirvello,1.0,"Comedy Driving, Inc. - Excellent Tutorial

I had several choices of which Defensive Driving Course to take. I am very happy that I chose Comedy Driving, Inc. I was allowed to take the 6-hour course at my own pace, which allowed me to reflect on each chapter before moving on. I thoroughly enjoyed the comedic banter of the so-called students online and quickly discovered that their answers were always incorrect. I learned more than I thought I would, as I have been driving in Texas for over 50 years! I would recommend this course to all drivers as an excellent review of the rules of the road.",US,1,2018-02-16T16:46:05Z,"Comedy Driving, Inc."
Richard Moreno,0.8,"Great presentation!

Great information in a format that I could review as necessary over and over again. Very infomative. if there is anything negative is that we need to ensure that statistical data is up to date.",US,1,2018-02-15T22:34:11Z,"Comedy Driving, Inc."
David Gregg,0.8,"Overall a good review course

Overall a good review course, however it was frustrating when a page would end and upon trying to go to the next page, it would tell you that you hadn't spent enough time on the current page.

I'd recommend this course to anyone, they take dry material and try to make it bearable.",US,4,2018-02-14T23:40:59Z,"Comedy Driving, Inc."
syreniti owens,1.0,"It was amazing and I enjoyed the …

It was amazing and I enjoyed the experience. Unlike other programs it kept my interest and I learned.some new things. I would recommend it to any I encounter.",US,1,2018-02-14T07:28:08Z,"Comedy Driving, Inc."
Danish Hassan,1.0,"Always take course with Comedy Driving

Always take course with Comedy Driving. Great course and very funny",US,2,2018-02-14T04:31:46Z,"Comedy Driving, Inc."
Ngan Pham,1.0,"Fast and convenience

The course work with busy person like me. And, i am able to learn some skill during the course. Thank you! The customer service was great, too. They was able to help me through oht the course!",US,1,2018-02-14T03:54:55Z,"Comedy Driving, Inc."
LaNoit Fuller,1.0,"I have not had a ticket in 25 years

I have not had a ticket in 25 years! Glad to know there is a way to avoid sitting in a boring class! I TRULY had the most fun with this online class. And it was extremely informative. Thank you Comedy Driving!",US,2,2018-02-13T00:33:26Z,"Comedy Driving, Inc."
Kim Caravella,1.0,"Comedy Driving

Comedy Driving, Inc. was a great way to do defensive driving online. I did it on my iPad and it was easy and got through it with little stress and learned a few new things.",US,1,2018-02-12T01:16:42Z,"Comedy Driving, Inc."
Cindy,1.0,"Comedy Driving made it easy and fun to …

Comedy Driving made it easy and fun to complete my online defensive driving course. It is 6 hours long but you can stop & pick up again at your convenience. It reinforced some recent law changes that happened over the years.",US,1,2018-02-11T14:39:18Z,"Comedy Driving, Inc."
Vichai,1.0,"Comedy Driving was actually the most …

Comedy Driving was actually the most entertaining and informative program I've used. I enjoyed the characters and animation. They were also successful in drawing me to crucial information. Some things hurt, and that's how it should be.",US,4,2018-02-07T05:52:31Z,"Comedy Driving, Inc."
Nora Vargas,1.0,"I was dreading taking this online …

I was dreading taking this online Comedy Driving Defensive course but once I got started it went by quickly. The course was very humorous at times and kept my attention the whole time. Before i knew it i was through the whole course. It was also good to get some reminders and updated about driving on the roads. Thanks Comedy Driving Defensive.",US,1,2018-02-07T05:20:24Z,"Comedy Driving, Inc."
Michael,0.8,"5 thumbs up Jimmy Bobby

The online class was informative and entertaining enough to have the time go by at a good pace. I recommend this course to those that are looking at all the other courses and tell them Jimmy Bobby sent ya!",US,3,2018-02-04T23:50:27Z,"Comedy Driving, Inc."
Liz Arias-Woodall,1.0,"Spending 6 hours taking a course for …

Spending 6 hours taking a course for getting a ticket is not fun, however , comedy driving had some funny cartoons and some moving true stories. I would recommend taking the course with them.",US,2,2018-02-04T04:55:41Z,"Comedy Driving, Inc."
Alden Hannah,1.0,"It was a very well rounded and …

It was a very well rounded and entertaining driving school. It was much better that the one I went to 20 years ago!",US,1,2018-02-03T21:40:30Z,"Comedy Driving, Inc."
Cecilia Gutierrez,1.0,"Different mindset.

I can honestly say that the accounts given in the program were honest, relatable, and very awe-inducing. The way I'll be driving in the future will absolutely be different because of the guidance this program provided for me in regards to reflecting on a very big part of my life. I didn't feel belittled or awful. I just felt like there were individuals out there who were taking the time to send me a very real message because they care about my life and others. I don't know that many people take a defensive driving course as seriously as I did but I think they should. I refuse to text anymore. I am reaffirmed in my decisions to simply not drink. And, I will be diligent about my focus and and my driving. The course not only changed a very big chunk of my life but it honestly may have provided me with the necessary reflections that could save my life. I'm glad I took this course. I need to slow down.",US,1,2018-02-02T13:24:38Z,"Comedy Driving, Inc."
David Brooks,1.0,"This was a most enjoyable way of doing …

This was a most enjoyable way of doing 6 hours of defensive driving. There were even facts & new laws I was unaware of. Great course Thanks",US,1,2018-01-31T05:36:11Z,"Comedy Driving, Inc."
Ami Soliz (Ami's Honest Reviews),1.0,"Entertaining and Informative

This was my first time taking a defensive driving course and it was pretty entertaining for an educational course. Even my 11 and 12 year olds would come and and watch some of the cartoon parts to laugh and ask me to rewind it for them (which is start over since you can't really fast forward or rewind). I feel like I learned or re-learned a lot for that matter and got clarity on some changes that have happened since I was taught to drive. There's no way to cheat, not pay attention, or have someone else do it for you since it has test questions that require a response within 90 seconds along with random verification questions so you don't really know when it will ask.",US,1,2018-01-31T05:08:04Z,"Comedy Driving, Inc."
Victor Burns,1.0,"Comedy driving course excellent!!

Excellent course stays very up-to-date with all the current laws and provides very detailed Examples love all the animations as well as all the real life videos I believe this is the best course out there and would recommend this A+++ to anyone.",US,2,2018-01-31T00:56:08Z,"Comedy Driving, Inc."
Kim Crites,0.8,"Entertaining and informative

Entertaining and informative. I like the questions after each section rather than one test at the end of the course.",US,2,2018-01-31T00:51:43Z,"Comedy Driving, Inc."
Fred,1.0,"Painless

All of these ticket-fix driving schools are painful, Comedy Driving is the best I have used....website and program run smoothly and deliver the certificate of completion without any drama.",US,3,2018-01-30T07:07:46Z,"Comedy Driving, Inc."
Donald hart,1.0,"Awesome program

Awesome program. Very informative and not boring at all.",US,1,2018-01-29T12:29:54Z,"Comedy Driving, Inc."
Lori Wilsford Holder,1.0,"Enjoyed taking the driving defensive test.

Fun to take enjoyed it.",US,1,2018-01-28T03:30:10Z,"Comedy Driving, Inc."
Jenna Maldonado,1.0,"Fast, fun, and favorable!!!

No one else is better!! Take your defense driving class with Comedy Driving, you won't regret it!",US,1,2018-01-27T07:05:25Z,"Comedy Driving, Inc."
Phyllis Weigum,1.0,"Great experience

Great experience. Easy questions. Fun stories & comments. Learned & was reminded of a lot of things in a fun time without having to read a lot.",US,1,2018-01-27T03:28:47Z,"Comedy Driving, Inc."
Beverly Miller-Sires,1.0,"Good , convenient course

Was interesting, comfortable to take and easy to do in your own time!",US,1,2018-01-27T02:29:22Z,"Comedy Driving, Inc."
Markus Washington,0.8,"It’s a very long class however they had …

It’s a very long class however they had some humor to make it more bearable.",US,2,2018-01-25T15:18:28Z,"Comedy Driving, Inc."
Tia Bonham,1.0,"Reputable with a User-Friendly Online Course

The company is reputable, the course is very organized and touches on a ton of topics. Many things were reminders of what I should be doing to be safe while driving. Some were new things that I’m glad I know now. The comedy and the animations are pretty corny most of the time but they keep your attention and don’t distract from the meat of the very serious information that you need to get out of this course.",US,1,2018-01-17T18:57:22Z,"Comedy Driving, Inc."
Jose Rodriguez,1.0,"Defensive Driving Class

I'm glad I took my defensive driving with Comedy Driving. The animations made it more pleasant and it didn't even felt like I was in the computer for 6 hours.",US,1,2018-01-17T04:55:45Z,"Comedy Driving, Inc."
Laura Carpenter,1.0,"Highly Recommend

This class was informational, but also entertaining. The sections are broken up well, none are too long. The videos and animation sections are done well and made the class interesting and easy to get through. I would recommend this class to anyone needing to take defensive driving for any reason.",US,1,2018-01-16T16:23:44Z,"Comedy Driving, Inc."
Ariel Martinez,1.0,"excellent course for everybody

excellent course for everybody , good explain in videos and other parts of class",US,2,2018-01-15T03:14:34Z,"Comedy Driving, Inc."
Andrea Paredes,1.0,"I really enjoyed this course

I really enjoyed this course because it highlighted all the important factors going into safe driving in a way that was not so boring and at times very interesting and informative.",US,1,2018-01-14T17:34:12Z,"Comedy Driving, Inc."
Sandra Denise,1.0,"Nice change from other defensive …

Nice change from other defensive driving courses....getting to leave and then pick back up was definitely an added bonus...a little lame better than most people tho....ha ha",US,1,2018-01-14T01:13:21Z,"Comedy Driving, Inc."
Pauline,1.0,"The comedy helped

The comedy helped. It was long but I could break it us into manageable parts. T kept my attention and gave good information that I will be using.",US,1,2018-01-13T10:38:49Z,"Comedy Driving, Inc."
Thaydene Hernandez,1.0,"Comedy Driving Class online

The process was simple and easy to follow. The information flowed and the reviews were timely and easy to follow allowing accurately answering chapter questions. I would highly recommend this online class to be taken at your convenience in the comfort of your home. Excellent, relevant and timely.",US,1,2018-01-11T22:06:06Z,"Comedy Driving, Inc."
Richard Carter,1.0,"I thought this was the best Defensive …

I thought this was the best Defensive Driving Course I have ever taken. The course was never boring and i learned things that were never covered in previous courses. I also enjoyed taking the course over 4 days. That allowed me to continue my daily routines without interruptions.",US,1,2018-01-09T22:10:55Z,"Comedy Driving, Inc."
Sandi Rasmusson Story,1.0,"Comedy Driving, Inc. Review

Having to sit through a driving safety course is never fun, but Comedy Driving, Inc. is easy, informative, and very tolerable! I would recommend if you need!",US,1,2018-01-09T14:51:05Z,"Comedy Driving, Inc."
Angel Ben,1.0,Very smooth process and very helpful,US,1,2018-01-09T02:49:09Z,"Comedy Driving, Inc."
Pristina Moncivais,1.0,It was simple and to the point.,US,1,2018-01-08T22:12:10Z,"Comedy Driving, Inc."
Pamela Jefferson,1.0,"Really good information

Really good information. I learned somethings I didn't know until I took this online course and the animation kept me my attention.",US,3,2018-01-08T09:07:38Z,"Comedy Driving, Inc."
Sophia Vignovich (SophV),1.0,"Surprisingly Enlightening and Entertaining

I thought that I knew everything there was to know about driving, especially since I took a very extensive online course at the age of 15, but I had no idea that I needed such a big refresher after I got my first speeding ticket. Not only did I learn a lot, but it wasn't as painful as I thought it would be. On the contrary, I laughed a bit.",US,1,2018-01-05T22:41:25Z,"Comedy Driving, Inc."
LA Tran,1.0,"The online course was convenient to …

The online course was convenient to complete online via the computer or phone. And it was partly funny and informative. The cost was very reasonable!",US,2,2018-01-05T04:37:25Z,"Comedy Driving, Inc."
kamil ross,0.8,"Decent online experience

Has some duplicate material throughout the program however it is up to date, funny and beats sitting in class!",US,2,2018-01-05T04:20:10Z,"Comedy Driving, Inc."
Craig Brock,1.0,"Least painful way to take drivers …

Least painful way to take drivers safety course ever",US,1,2018-01-04T21:24:24Z,"Comedy Driving, Inc."
sarah,1.0,"Nice to be able to pause and play

Nice to be able to pause and play. Divided into chapters with question in to review your paying attention 3 attempts for each question and if you miss a question then you have to rewatch the video which all answers are in the videos provided and pretty basic. no final review 5 hours long with a 1 one break but if you start and stop it counts as your break. Brings you right back to where you left off when you rejoin. Very simple and straight foward.",US,1,2018-01-04T17:38:35Z,"Comedy Driving, Inc."
mayra perea,1.0,"This defensive driving course was not …

This defensive driving course was not only informative but funny as well. Some of the videos they shared of real life people were extremely sad and eye opening for myself. I would definitely recommend this course to anyone.",US,1,2018-01-04T06:41:41Z,"Comedy Driving, Inc."
Jenny Davis,1.0,"They made it super easy and convenient …

They made it super easy and convenient to quickly go through the program and get the credit I needed.",US,1,2018-01-03T17:57:20Z,"Comedy Driving, Inc."
Chloe Syne,0.8,"Quick and easy and relatively painless

Quick and easy and relatively painless. Some stupid jokes and the animation sucks, but it's $25 and the questions are easy.",US,1,2018-01-03T04:44:01Z,"Comedy Driving, Inc."
Ron Vaughan,1.0,"Makes the best of a bad day's worth of …

Makes the best of a bad day's worth of defensive driving.",US,1,2018-01-02T23:26:51Z,"Comedy Driving, Inc."
81BadBoyz,1.0,"One in the funniest

One in the funniest, best and informormative Defensive Driving classes I have ever taken. I loved it and it wasn't boring!!!",US,1,2018-01-02T23:02:35Z,"Comedy Driving, Inc."
lakerry bowie,1.0,"Comedy defensive driving

This class was awesome, I learned a lot, it actually influenced me to change my driving habits.",US,1,2018-01-01T15:24:53Z,"Comedy Driving, Inc."
Lance Patrick,1.0,"Love it!

This course was easy to work with and the animations were enjoyable. Would recommend to everyone!",US,1,2018-01-01T05:33:10Z,"Comedy Driving, Inc."
Rodney Polk,1.0,"It makes it bearable to sit through the …

It makes it bearable to sit through the class cause it is a long and boring class where ever you take it. It was very informative and I did learn some things I didn’t already know. I also like the fact that you can take it online so you can sit in your Home and take the class at your leisure.",US,2,2017-12-31T14:59:32Z,"Comedy Driving, Inc."
Vic Singlton,1.0,"My experience

I love this website.... have lots of knowledge about driving",US,1,2017-12-31T03:34:26Z,"Comedy Driving, Inc."
Wayne Price,1.0,"Good info and easy to follow videos

Good info and easy to follow videos. The cartoon sections were funny. Real life videos are hi def so are slow to load (stop-start) unless you have a really good internet provider. Added probably an hour to our total test.",US,1,2017-12-30T23:02:46Z,"Comedy Driving, Inc."
Courtneye A. Kankel,1.0,"The content was informative and easy to …

The content was informative and easy to understand. They made it funny to watch for the most part.",US,1,2017-12-30T04:18:47Z,"Comedy Driving, Inc."
Dennis Gillcrese Jr,1.0,"Great Course

The course was easy to follow and entertaining enough to keep you interested. I actually do feel that I will be a better driver moving forward and highly recommend this course.",US,1,2017-12-29T00:47:18Z,"Comedy Driving, Inc."
Jenny C. Chang,1.0,"Awesome

Awesome! Made me laugh out loud quite a few times and chuckle alot! If needed, will be back!",US,1,2017-12-29T00:07:08Z,"Comedy Driving, Inc."
Diane,1.0,"My Experience With Online Defensive Driving Course

I enjoyed the Comedy Driving Online Course. It allowed me to be home and work at my own pace. I was able to go back and review a few areas where I felt I wanted to get the information in a detailed manner. The mail delivery of the certificate was specified and cleared enough for me to choose an option that will be fitting for me to receive the certificate.",US,2,2017-12-28T23:16:50Z,"Comedy Driving, Inc."
Dolores Cabrera Lukach,0.6,"I may not be the best judge

I may not be the best judge. I am of the old school, and am not a fan of online courses, because they take too long. There is a lot of reading, is difficult to follow along... made me take over telling me i needed to be on certain pages for so many minutes after I had just read it,,, was frustrating, I would rather have taken it in a person to person class instead of online.",US,2,2017-12-28T21:19:03Z,"Comedy Driving, Inc."
Nathan Salyer,1.0,Great class.,US,1,2017-12-28T16:50:37Z,"Comedy Driving, Inc."
Catherine Bridges Schexnider,1.0,"Very informative truly kept my …

Very informative truly kept my attention. I will recommend this program to anyone that needs it . It definitely taught me things I had forgotten. Open my eyes .",US,1,2017-12-28T14:26:43Z,"Comedy Driving, Inc."
Michael Palos,1.0,"Great course it is cheesy but there …

Great course it is cheesy but there jokes will make you chuckle. Also it is very informative and definitely worth the time.",US,1,2017-12-28T02:19:38Z,"Comedy Driving, Inc."
Nelms John,1.0,"Kept me entertained

Kept me entertained, but also was a serious side about dwi fatalities. I recommend this to any and everyone.",US,1,2017-12-27T19:39:51Z,"Comedy Driving, Inc."
Curtis Brown,1.0,"I enjoyed Comedy Driving very much.

I enjoyed Comedy Driving very much. The course kept my attention all the way through.",US,1,2017-12-27T06:36:10Z,"Comedy Driving, Inc."
Mrs Shanet Outing-Brown,0.8,"It was a quick course with animation

It was a quick course with animation. Some of it in which I enjoyed.",US,2,2017-12-26T23:20:10Z,"Comedy Driving, Inc."
Latrese,1.0,"Easy

Easy, fun and very informative. I really enjoyed the course.",US,2,2017-12-24T04:22:51Z,"Comedy Driving, Inc."
Molly Elizabeth,1.0,"Easy

Easy, clear and super informative. I'm glad I went through it!",US,1,2017-12-24T02:30:05Z,"Comedy Driving, Inc."
Ken F,1.0,"I enjoyed the online course

I enjoyed the online course. It was very informative and went by quickly. I would recommend it to my friends.",US,2,2017-12-22T05:46:35Z,"Comedy Driving, Inc."
Alexis Rogers,1.0,"EASY TO USE

EASY TO USE! USER FRIENDLY, NO TEST AT THE END! ABSOLUTELY LOVED IT!",US,1,2017-12-20T04:35:48Z,"Comedy Driving, Inc."
Robin Cao,1.0,"Best yet

Best yet. Kept me up and I actually learned a lot!",US,1,2017-12-19T07:04:28Z,"Comedy Driving, Inc."
Wallace Keys,1.0,"Great class

Great class! Comedy Driving was a fun and informative online class! I have never had so much enjoyment taking a class online! Learned a lot an will be putting that knowledge to practice on the road! I am a better driver because of this course! Comedy Driving Rocks! I will be telling all my friends!",US,3,2017-12-17T04:05:29Z,"Comedy Driving, Inc."
Mariah Groves,1.0,"I loved it!

I loved it! Even though I got a ticket for speeding, I actually enjoyed the information that was given. I learned a lot as a young driver and now I am a much safer driver. Also, the heart touching stories they showed really made me think twice about using my phone while I drive. It was really a nice experience.",US,1,2017-12-17T01:02:00Z,"Comedy Driving, Inc."
Sarah Jewell,1.0,"Loved it!!

Loved not having a final test, and just being quizzed after sections and chapters. Also, visually watching rather than all reading, is much more beneficial for me. Would definitely recommend this company to anyone needing to compete a defensive driving course!",US,1,2017-12-16T23:25:07Z,"Comedy Driving, Inc."
Angela Edokpolor,1.0,"This is a better site to take your Driving Courses

This is a better site to take your driving courses. I only got to know about them when I was looking for where to do an online course to take care of my ticket. I wish I had knew about them earlier.
They made the course easy and educating. You will learn a lot of new lessons even though you have been driving for years. There is nothing as good as learning and having fun at the same time. I had so much fun, the videos were amazing. I was really touched by the last video on Meagan, Lisa and Eric.This is a lesson for ALL.
Thank you so much Comedy Driving. Com. you guys keep up the good work. I will definitely recommend this site to everyone I know.",US,1,2017-12-16T15:15:41Z,"Comedy Driving, Inc."
Mario Rangel,1.0,"The On-Line Comedy Driving Course was ""AWESOME""

The On-Line Comedy Driving Course was very informative and further enhanced my driving skills. I would most definitely recommend everyone to choose this Defensive Driving Course.",US,2,2017-12-14T15:49:20Z,"Comedy Driving, Inc."
Larissa,1.0,"Great course

Great course, keeps student engaged!",US,1,2017-12-14T03:13:00Z,"Comedy Driving, Inc."
Robert M. Doyle Sr.,1.0,"I have taken DD 10 yrs ago in a class …

I have taken DD 10 yrs ago in a class room andwith my schiliosis and heart attacks found this to be so convient being able to stop and start at my will very nice ,",US,1,2017-12-13T23:40:23Z,"Comedy Driving, Inc."
Asia Fernandez,1.0,"Cheesy but interesting

I like that this course didn't make me fall asleep, luckily I have a cheesy stupid humor which made this course actually funny and it felt like it went by really fast. I would definitely take it again!",US,1,2017-12-13T10:03:48Z,"Comedy Driving, Inc."
Cherilyn Spence Acevedo,1.0,"Really liked the true stores

Really liked the true stores. Very informative. Learned things I didn't know or even thought about. This video would be very benifical to new young drivers. I will definitely keep this driving course in mind when my daughter learns to drive.",US,1,2017-12-13T01:30:12Z,"Comedy Driving, Inc."
Wm Nothanks,1.0,"Comedydriving.com is fun

Comedydriving.com makes the driving course fun.",US,1,2017-12-12T09:12:10Z,"Comedy Driving, Inc."
Jennifer Baker,1.0,"Informative makes defensive driving …

Informative makes defensive driving bearable",US,1,2017-12-12T04:30:48Z,"Comedy Driving, Inc."
