Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
Nancy Perez,1.0,"I did have problems with the timer…

I did have problems with the timer starting after chapter 9. Timer wouldn't start and even after video and waiting arrow would not highlight for next page. I had to refresh page multiple times for the timer to finally come on. It happened with multiple videos in chapter 9 and 10.",US,1,2021-02-20T20:33:32Z,iDriveSafely
VERALDO DUPERARD,0.8,"Abc efg hij

It ok did good on helping me",US,1,2021-02-20T20:05:36Z,iDriveSafely
TREVOR HOLLOWAY,1.0,"This was the best course someone will ever find

This was an awesome course the courses videos explained everything throughly and made sure u understood everything I’m definitely telling my friends and others to use i drive safely",US,1,2021-02-20T13:32:56Z,iDriveSafely
ALEXANDER MAYNARD,1.0,"My honest review

I had to take a driving class due to a speeding ticket and not only was this course affordable, but it actually taught me new things that’s I didn’t even know before I highly recommend!!!!",US,1,2021-02-20T10:24:39Z,iDriveSafely
Jennifer Salazar,1.0,"Awesome and quick course

Awesome and quick course! Super good price and lessons are understandable with examples. There’s no way of misunderstanding this course!",US,1,2021-02-20T10:06:41Z,iDriveSafely
JEREMY HEMBREE,1.0,Wonderful and quick,US,1,2021-02-20T09:33:58Z,iDriveSafely
Kevin Henry,1.0,"Very fast and easy!!!!

Very fast and easy!!!!! You work at your own pace and they save your progress if you suddenly get busy. I would recommend iDriveSafely to anyone. Money well spent!!",US,1,2021-02-20T07:20:36Z,iDriveSafely
JAHMARLEY VIVENS,1.0,"Amazing

Great I loved it. It really help me understand road care better",US,1,2021-02-20T05:21:30Z,iDriveSafely
Rohith Reddy Bandi,1.0,"The course is great

The course is great, it is very easy to understand and really helpful to pass the online exam",US,1,2021-02-20T05:16:53Z,iDriveSafely
CARL ENGLAND,1.0,"A great course

It's a simple straight foreward course. It beats sitting in a classroom all day..",US,1,2021-02-20T01:00:30Z,iDriveSafely
JESSICA CRAWFORD,1.0,"Helped me get my license and they are…

Helped me get my license and they are really important to me",US,1,2021-02-19T23:22:12Z,iDriveSafely
Frank Rojas,0.2,"You have been charging me 5$ monthly…

You have been charging me 5$ monthly since i did the course. i did not authorized you to charge. i want my money back.",US,1,2021-02-19T22:19:59Z,iDriveSafely
BRYAN F.,1.0,"Very good

Very good number 1 in my book",US,1,2021-02-19T21:15:02Z,iDriveSafely
Paul Carey,1.0,"Interesting and informative throughout

Interesting and informative throughout! Went by quickly and amazed by how much I retained. Well done course from beginning to end.",US,2,2021-02-19T21:11:50Z,iDriveSafely
CHRISTINA,1.0,Great course!,US,1,2021-02-19T18:07:32Z,iDriveSafely
Hayley Sladecek,1.0,"Great Course!

Easy navigation! The test answers come from what was covered. No tricky questions. Took me no time to finish it. Overall I would say, great course!",US,2,2021-02-19T11:58:01Z,iDriveSafely
JAVON JONES,1.0,"This was a great course to participate

This was a great course to participate. Coursework was very well presented and to understand to an extent. Will definitely recommend to friends and family!",US,1,2021-02-19T03:00:52Z,iDriveSafely
Ahmed Albataineh,1.0,"Thanks

It’s is very good",US,1,2021-02-19T02:24:28Z,iDriveSafely
SIMONE M,1.0,"Excellent Course!

Very helpful, easy to use and helped prepare for an excellent testing experience! The website was intuitive and simple, the lessons were clearly worded as were the practice tests and quizzes.",US,1,2021-02-19T01:37:54Z,iDriveSafely
LeKisha Brown,1.0,"I love iDriveSafely because they let's…

I love iDriveSafely because they let's you take your course online and the classes every 6 hours so it gives you time to study before the next class and have other things you can get!!! I Love It!!",US,1,2021-02-19T00:51:14Z,iDriveSafely
TYLER BARNES,1.0,"IDriveSafely is very reliable and…

IDriveSafely is very reliable and easily accessible. I enjoyed it.",US,1,2021-02-19T00:34:05Z,iDriveSafely
vineel Krishnamsetty,1.0,"It's easy and good and thorough it was…

It's easy and good and thorough it was helpful for an international student like me highly recommended",US,1,2021-02-18T21:52:21Z,iDriveSafely
Adam Palma,1.0,"this was great I was busy with school…

this was great I was busy with school and whenever I had free time I would do this and it really went straight to the point",US,1,2021-02-18T21:22:23Z,iDriveSafely
RICHARD BOTTE,1.0,It was very easy to navigate through.,US,1,2021-02-18T20:05:07Z,iDriveSafely
MILOPHE JEAN,1.0,it was good no complications,US,1,2021-02-18T19:31:43Z,iDriveSafely
PAMELA SUTHERLAND,1.0,"Perfect Course!

The IDriveSafely course was well written, easily understandable and very helpful. I appreciated the ease of reading the chapters and then finishing with a chapter test. At one point, I did not pass the chapter test. IDriveSafely allowed me to reread that particular chapter and retake the test. I would highly recommend this course for anyone.",US,1,2021-02-18T11:56:22Z,iDriveSafely
George Madrid,1.0,Man this was easy go nets!!!,US,1,2021-02-18T09:30:39Z,iDriveSafely
ARIANA FRAZIER,1.0,"Thank you for letting me take this…

Thank you for letting me take this class online due to me can’t come inside the office .",US,1,2021-02-18T05:55:35Z,iDriveSafely
EMMA WINSTEAD,0.8,"An easily accessible course that was…

An easily accessible course that was informative and has something new that everyone can learn. Being able to complete a driving safety course online was perfect for pacing myself, being able to complete it with a busy work schedule, and avoiding COVID exposure!",US,1,2021-02-18T04:33:20Z,iDriveSafely
CARLOS MUNIZ,1.0,"I didn’t know nothing and then I did…

I didn’t know nothing and then I did this and I learned",US,1,2021-02-18T04:07:41Z,iDriveSafely
E MCGEE-SHEARIN,1.0,"The Best Driving Course Ever!!!

The easiest, most clear, and best driving course!!! Very cheap too!! Thank you for everything!",US,1,2021-02-18T03:15:04Z,iDriveSafely
AUSTIN GARCIA,1.0,Worked great easy and efficient,US,1,2021-02-18T02:17:07Z,iDriveSafely
ALAA ELDIN ABRAHIM,1.0,I learned a lot of things that I didn’t know before,US,1,2021-02-18T01:49:00Z,iDriveSafely
L. SAUNDERS,1.0,"This course was comprehensive

This course was comprehensive - a great review of driving safety and laws. Additionally it provided new information of new safety equipment on new vehicles; how to handle people on highways that have road rage; driving safety in mountains and various other geographic places which I felt was very helpful. Excellent course and I think every driver should take every 10 years.",US,1,2021-02-17T23:58:21Z,iDriveSafely
ANTHONY STONE,1.0,"i learn a lot quicker then my mom did…

i learn a lot quicker then my mom did when she did her test so i think doing it this way with this program is the best way to go.",US,1,2021-02-17T23:43:26Z,iDriveSafely
ALAN TRAN,1.0,"fast and easy

the defensive driving course, is easy to learn. ethers taking the course on your phone, laptop or ipad, it aways compatible. it only took 6-7 hours to finish the class.

Highly recommended",US,1,2021-02-17T22:54:19Z,iDriveSafely
RAGHDA ANSAF,1.0,"I recommend this course

Very good course",US,1,2021-02-17T22:49:53Z,iDriveSafely
JEWLYSA SALAS,1.0,very fast and easy understanding,US,1,2021-02-17T20:32:10Z,iDriveSafely
ZOLTAN VARGA,0.2,"I made it

I made it! Pass it! I’m done with it!
You “ let “ me chose how I want my certificate. For lot of money... hourly, over night delivery.... or free online. I was chosen the online. What I have to do, download it! But! When i klick on the download..... NOTHING HAPPEN!! DOESN’T DOWNLOAD IT!! What I have to do, pay more!!!another $10 and you will mail it to me!
It’s just nesty !!!",US,1,2021-02-17T17:56:24Z,iDriveSafely
LOUIE HARRIS,0.2,"I paid for my certificate to be emailed…

I paid for my certificate to be emailed in one day and I still have not received it and it has been over 24 hours",US,1,2021-02-17T17:47:00Z,iDriveSafely
JESUS PONCE,1.0,"Best Course Ever

This course was very helpful and pretty good to take for joshuas law. they include videos and pictures to show you what you do in certain scenarios. overall i had a great experience.",US,1,2021-02-17T16:10:02Z,iDriveSafely
Justin,1.0,"Good website lets you take your time…

Good website lets you take your time and i liked it",US,1,2021-02-17T07:46:58Z,iDriveSafely
FREDERIC HAMLER,1.0,"It was a lot of reading but I believe I…

It was a lot of reading but I believe I got a clear understanding about how safety even more cautious on the road of others in my own safety thank you guys very much",US,1,2021-02-17T06:02:47Z,iDriveSafely
PHILIP AMANKWA,1.0,"Very nice program

Very nice program. I learnt alot about driving and it's technics. The information presented in the course were educative and very simple for my understanding. I would recommend this program to everyone. Easy navigation and well written",US,1,2021-02-17T05:24:42Z,iDriveSafely
DANIEL OTERO,1.0,"good

good. easy to follow. not too long",US,1,2021-02-17T04:41:41Z,iDriveSafely
Rose,0.2,"Horrible repetition of information with…

Horrible repetition of information with time locks on the screens. 5 minutes must elapse to read 3 paragraphs and 5 bullet points - and that is NOT an exaggeration. The information could have been reasonably and effectively delivered in a far more reasonable amount of time. Congratulations AAA - you have lost all credibility with me and I WILL be vocal about that when people ask about your business. Oh and when you try to post your review you're given an option to Continue with Google - which goes straight through Facebook. Smacks of kick backs.",US,2,2021-02-17T00:51:10Z,iDriveSafely
PEDRO SOUSA DE OLIVEIRA,1.0,I had an incredible experience!,US,1,2021-02-17T00:00:40Z,iDriveSafely
Caroline Quiroz,1.0,"look at everything differently now

it was a process but i'm glad i learned soo much through these courses .",US,1,2021-02-16T23:30:23Z,iDriveSafely
Van Tran,1.0,"It's effortless to study driving with…

It's effortless to study driving with Idrivesafely. I can take the course anytime, anywhere with any devices, so convenient at an affordable price. Highly recommended!",US,3,2021-02-16T20:59:25Z,iDriveSafely
ALLEN G,1.0,"Amazing

Amazing. Very easy. I got the one with the voice",US,3,2021-02-16T20:03:14Z,iDriveSafely
GLORIA M,1.0,"I really enjoy taking the AAA- I Drive…

I really enjoy taking the AAA- I Drive Safely Online Driving Course for Seniors in the comfort of my home which I did even before Covid-19 changed our lives. It is so much better than traveling to a location to sit in a classroom for hours. The online course in convenient and I can do it at my own pace. The information is excellent and really reminds me how important it is to be alert at all times when driving....no matter one's age.",US,1,2021-02-16T19:25:41Z,iDriveSafely
Cecilia Nunez,1.0,"The experience was great and I learned…

The experience was great and I learned a lot",US,2,2021-02-16T17:32:51Z,iDriveSafely
David Byrd,1.0,"was not bad

was not bad. was real easy to do. glad it was online.",US,1,2021-02-16T10:30:32Z,iDriveSafely
JACKSON COMBS,0.8,"Good course

Good course to learn.",US,1,2021-02-16T03:45:35Z,iDriveSafely
HERNAN MARTINEZ JR,1.0,"fun and cool

fun and i had a chance to learn more about safety",US,1,2021-02-16T02:33:20Z,iDriveSafely
IVAN CHAVEZ,1.0,"Excellent service

It is the best online driving safely course I have ever taken.",US,1,2021-02-16T01:28:55Z,iDriveSafely
ASHLEY R,1.0,"Informative and enjoyable

This course was very educational and informative. I’m definitely recommending this to friends and family. This course is what I needed to be a good, safe, and considerate driver. It encourages to not drink and drive and gives many reasons and examples why not to. I enjoyed this course a lot. It wasn’t informative but not boring, I enjoyed reading everything.",US,1,2021-02-16T00:23:05Z,iDriveSafely
CORNELIUS COY,1.0,"this course was good and educational

this course was good and educational, also not expensive and served the purpose, Thank you I will be telling people about this site to get driving again",US,1,2021-02-15T23:15:27Z,iDriveSafely
Rhane Woods,1.0,"Review of iDriveSafely

This is a very well rounded course.",US,1,2021-02-15T22:28:56Z,iDriveSafely
gnc,1.0,"it was a really easy course but also…

it was a really easy course but also challenging at the same time. it was good test questions. the videos with demonstrations helps a lot",US,1,2021-02-15T21:46:04Z,iDriveSafely
DANIEL RINALDI,1.0,"I learned alot of things thru this…

I learned alot of things thru this course that I didn't know. It was very enlightening! Thank you !",US,1,2021-02-15T21:45:02Z,iDriveSafely
ROGER PADALEC,1.0,"The course was easy to navigate through…

The course was easy to navigate through and was very thorough in covering all safety aspects of operating a motor vehicle.
I would highly recommend taking the course.",US,2,2021-02-15T21:39:09Z,iDriveSafely
EDWIN H,1.0,"Driving Safer

Overall course was good. great combination of text and video to supplement course material.",US,1,2021-02-15T18:32:54Z,iDriveSafely
REVONE GROENENBOOM,1.0,I would recommend this program to anyone,US,1,2021-02-15T17:38:43Z,iDriveSafely
Susana Uribe,1.0,"Amazing

Amazing ! I was able to complete the course at my pace",US,1,2021-02-15T16:19:08Z,iDriveSafely
TRISHIA FOTHERGILL,1.0,"Classified as New Driver Still

I did it because I’m still classified as a new driver because I’m not 21 yet, I got into an accident in 2017. So I made my moms insurance go up. It finally came off of me last year. I knew it was going to be a long course because I have done it before. I have my own insurance and it’s high. Just a tip if your planning on taking the course, start it as soon as you wake up. It took me 2 days to get through it. But other than that, it was pretty easy.",US,1,2021-02-15T14:55:27Z,iDriveSafely
MD ISMAIL HASSAN UDOY,1.0,"I have learned a lot of news things…

I have learned a lot of news things from here.",US,1,2021-02-15T08:24:14Z,iDriveSafely
MD JAWADUR RAHIM,0.8,"The course is really helpful & well…

The course is really helpful & well organized.",US,1,2021-02-15T07:02:19Z,iDriveSafely
Thomas Gomez,1.0,"It was a good easy going not…

It was a good easy going not complicated but helped me learn more about driving. Very good.",US,1,2021-02-15T07:02:05Z,iDriveSafely
RUBY MAHARJAN,1.0,"The most easiest fun and reliable…

The most easiest fun and reliable course. It was really fun and I am all ready to drive.",US,1,2021-02-15T06:40:55Z,iDriveSafely
BDL,1.0,"Very well Organized program

Very well Organized program. Easy to understand and to comprehensive.",US,1,2021-02-15T05:14:06Z,iDriveSafely
JOSLYN AGUILAR,1.0,"I can do it on my own time

I can do it on my own time. And it gives you that opportunity to do it on your own pace. The drivers license course gives you really good detailing and visual videos and great examples.",US,1,2021-02-15T03:43:24Z,iDriveSafely
IVORY STAFFORD,0.8,Great program,US,2,2021-02-15T03:01:15Z,iDriveSafely
ETHAN CLARK,1.0,Great program!,US,1,2021-02-14T22:30:16Z,iDriveSafely
BRADEN HERNANDEZ,1.0,"I was very fond of the idrivesafely…

I was very fond of the idrivesafely program I feel like it was the best way for me as a course student to learn and would definitely recommend to others to enroll.",US,1,2021-02-14T22:27:23Z,iDriveSafely
REL NYA,1.0,"Very good

Very good but too much time",US,1,2021-02-14T21:49:49Z,iDriveSafely
TRAVIS WHINSTANLEY,1.0,"It was very reliable and i did…

It was very reliable and i did everything at my own pace",US,1,2021-02-14T21:43:43Z,iDriveSafely
DVM,1.0,"Definitely Worth It

Great course. It was easy to sign up for & affordable. Course gave me plenty of time to get through each chapter at my own time & speed but they did give me a reasonable expiration date of 3 months. They sent me an email when I was 7 days away from my expiration date which was a needed reminder. I choose to have my certificate of completion downloaded. I was able to download it with no problems and email it to my lawyer and myself with no issues. This was an easier, less stressful & great was to do driving class.",US,1,2021-02-14T20:40:26Z,iDriveSafely
JOSE DIAZ,1.0,"Good

Good website great for the teens driver course",US,1,2021-02-14T20:38:39Z,iDriveSafely
ALEXANDER PEREZ,1.0,"Idrivesafely.com review

Great service and learning product, I learned so much more about the rules of driving safely and also the consequences of driving under the influence, definitely recommend to everyone.",US,1,2021-02-14T20:05:41Z,iDriveSafely
RAVI SAHNI,1.0,"best

Best and knowledgeable course",US,1,2021-02-14T12:36:26Z,iDriveSafely
ELIJAH ARMOUR,1.0,"good

Fast. Good, and Fast",US,1,2021-02-14T10:16:06Z,iDriveSafely
Amber Leneave,1.0,"Easy and very useful for my daughter's…

Easy and very useful for my daughter's leraners permit test!!",US,1,2021-02-14T07:30:00Z,iDriveSafely
JAIME VASQUEZ,1.0,"Very good course have used it the last…

Very good course have used it the last 5 times I got tickets to dismiss my tickets. I think this is the best and easiest since I keep using it. I think its the best course. I recommend it.",US,1,2021-02-14T06:28:25Z,iDriveSafely
H chung,1.0,"Pretty easy to follow

Pretty easy to follow. Got a discount through AAA.",US,1,2021-02-14T05:49:12Z,iDriveSafely
JBel,1.0,"It was pretty good and had a lot of…

It was pretty good and had a lot of good information",US,1,2021-02-14T04:58:57Z,iDriveSafely
CHANEL SMITHER,1.0,"The course was simple to follow and…

The course was simple to follow and easy to understand. It greatly benefitted me in learning to be a better driver.",US,1,2021-02-14T02:21:54Z,iDriveSafely
RROD,1.0,"Great course

Very clear.
Easy to use.
Intuitive.
Well organized.
No technical issues.",US,1,2021-02-14T01:03:07Z,iDriveSafely
MIGUEL CARTAGENA,1.0,"My son learn a lot about drugs and…

My son learn a lot about drugs and drive. He was very excited with the process. Thanks for all.",US,1,2021-02-14T00:09:51Z,iDriveSafely
Charles,1.0,"Great refresher

Great refresher. I learn a lot and learn not to seasoned to improve my self.",US,3,2021-02-13T23:55:52Z,iDriveSafely
WILLIAM SAWASKI,1.0,"I actually enjoyed the course

I actually enjoyed the course. I learned a lot of new things which will make me a better driver. You can teach an old dog new tricks.",US,1,2021-02-13T23:48:22Z,iDriveSafely
Dylan,1.0,"The course was interesting and good.

The course was interesting and good for a refresher driver's training course. It was easy to read and follow along. The videos were good, also.",US,1,2021-02-13T23:23:34Z,iDriveSafely
Lucy O'Dell,1.0,"This was a good thorough review of…

This was a good thorough review of Driving Laws and procedures. It breaks it up enough so you don't do the whole thing at once and the video breaks are good. I do it every so many years and it keeps me a good driver. Should be required reading to renew your license every couple years.
.",US,2,2021-02-13T23:16:58Z,iDriveSafely
OMAR HERNANDEZ,1.0,Very good school highly recommend,US,1,2021-02-13T22:42:29Z,iDriveSafely
JOHN MUSSELWHITE,1.0,"This site seems to take care of all my…

This site seems to take care of all my court demands and personal requirements. I was able to do this on my timeline and pace. The price was good and affordable. I am still working on the driving record part so that is still pending but i am sure it will work out. Working on that next.",US,1,2021-02-13T20:21:15Z,iDriveSafely
Victoria,1.0,"Easy, fast!!!

Very easy and fast program.",US,1,2021-02-13T19:16:15Z,iDriveSafely
JASON,1.0,"Amazing

Nicely explained and well organized",US,1,2021-02-13T19:11:25Z,iDriveSafely
Lilu,1.0,"Great experience and understand meant…

Great experience and understand meant of safety and traffic signs",US,2,2021-02-13T17:42:15Z,iDriveSafely
S.Trent,1.0,"Excellent course

Excellent course. Well maintained and up to date on information. Layout is user friendly and simple. Program is professional and content is appropriate.",US,1,2021-02-13T12:54:24Z,iDriveSafely
MAGDALENA TESFAYE,1.0,"i really enjoyed it but sometimes when…

i really enjoyed it but sometimes when i had to stay on a page for longer even though i already finished reading it was a bit annoying",US,1,2021-02-13T11:41:04Z,iDriveSafely
JOEL ARROYO,1.0,Very good to refresh yourself and learn,US,1,2021-02-13T10:43:53Z,iDriveSafely
VADEN NEESE,1.0,"very well maintained i like it a lot…

very well maintained i like it a lot will recommend",US,1,2021-02-13T05:20:33Z,iDriveSafely
Isaiah Cook,1.0,"Isaiah

It was an amazing course..",US,1,2021-02-13T03:26:39Z,iDriveSafely
KATHERINE VAUGHAN,1.0,"Was a very thorough and informative…

Was a very thorough and informative course. It was not boring. A little repetitive but still very valuable information throughout.",US,1,2021-02-13T02:36:24Z,iDriveSafely
KENETH SANTIAGO,1.0,Good service and educational,US,1,2021-02-13T01:33:37Z,iDriveSafely
Edgar Palomo,1.0,"Easy first step class when on the way to achieve your license

Easy first step class when on the way to get hands on a car and driver license.This class was easy non stress and help you understand what is what and what to do.
This class will surely help you understand most of what's on the streets when on the wheel and will help you when something goes wrong.",US,1,2021-02-13T00:58:42Z,iDriveSafely
Melanie Chavez,1.0,"The iDriveSafely website was great

The iDriveSafely website was great! I was able to pause through the videos just so I can take notes, and write down some information I didn’t know about driving. Everything was easy & fast!",US,1,2021-02-13T00:18:51Z,iDriveSafely
Lori G,1.0,"This is our third time using this…

This is our third time using this course. Very easy to follow and understand.",US,1,2021-02-12T22:19:32Z,iDriveSafely
KATHY MCKINNEY,0.8,"Safe driving information.

This was a cute presentation. It was thorough, precise, and informative. Sometimes, there was too much information at one time. But for the most part, the segments were good time-wise.",US,1,2021-02-12T18:22:21Z,iDriveSafely
W KING,1.0,"This is a self paced program that…

This is a self paced program that Allowed my son to dig in when he was able to and review anytime.",US,1,2021-02-12T14:42:12Z,iDriveSafely
SHAUN ROSE,0.8,"It was a great experience but I think…

It was a great experience but I think it’s a little out dated and needs to be updated",US,1,2021-02-12T06:50:06Z,iDriveSafely
GAM,1.0,Easy to navigate and secure.,US,1,2021-02-12T05:45:51Z,iDriveSafely
RUBEN BERNAL,1.0,"This is an awesome resource!

This is an awesome resource. All the information provided was up to date,easy to understand, and well put together. I will pass this resource to others needing this type of class.",US,1,2021-02-12T05:11:52Z,iDriveSafely
KEVIN RODIRGUEZ,1.0,"Was pretty nice and quickly

Was pretty nice and quickly, just putting effort from my side was enough to pass the exam!",US,1,2021-02-12T03:43:58Z,iDriveSafely
Krishna Manogna Nalajala,1.0,"I found the course pretty much…

I found the course pretty much informative and helpful. Much thanks!",US,1,2021-02-12T02:41:31Z,iDriveSafely
deepti gogineni,1.0,"Too good and flexible and easy…

Too good and flexible and easy understanding",US,1,2021-02-12T02:25:01Z,iDriveSafely
Alan Davis,1.0,"So easy!

So easy and would highly recommend!",US,1,2021-02-12T02:15:47Z,iDriveSafely
JUVENAL SANTILLANO JR.,1.0,"I enjoyed taking this course because…

I enjoyed taking this course because it’s self explanatory and I learned a lot of things I as a driver didn’t know.",US,1,2021-02-12T01:21:01Z,iDriveSafely
Angelina Montoya,1.0,"It was excellent fast and easy to…

It was excellent fast and easy to complete!",US,1,2021-02-12T01:17:29Z,iDriveSafely
jasmine garcia,1.0,"it was very good and detailed…

it was very good and detailed information that you need to know",US,1,2021-02-12T00:33:16Z,iDriveSafely
ANA RODRIGUEZ,1.0,"Amazing

Amazing, passed the permit exam first try",US,1,2021-02-12T00:26:09Z,iDriveSafely
ALVARO CASTILLO,1.0,"My experiece with this website was…

My experiece with this website was super cool i like it so much and i recommended 100%.",US,1,2021-02-11T21:39:15Z,iDriveSafely
Jesse Camacho,0.8,"IDriveSafely was the best choice when learning the rules.

IDriveSafely was the best choice when learning the street signs and rules. After learning everything I became a safer driver on the road.",US,1,2021-02-11T19:31:03Z,iDriveSafely
Alexandra Wadsworth,1.0,Very helpful and easy,US,1,2021-02-11T15:59:41Z,iDriveSafely
Zaliyah Pryor,1.0,"Teen Driver

My daughter enjoyed the courses, she even quizzed me at times. We did run into an issue on one of the chapters but customers service had the issue fixed within 8 hours. Talking about a speedy turnaround, they were very helpful.",US,1,2021-02-11T05:56:48Z,iDriveSafely
Abs,1.0,"My daughter learned so much preliminary…

My daughter learned so much preliminary information about driving using this course. She passed her test and is ready to get her permit. Would highly recommend for any new driver!",US,1,2021-02-11T05:37:25Z,iDriveSafely
LEYA HILL,1.0,"My overall experience was really good &…

My overall experience was really good & I would definitely recommend I Drive Safely to a friend.",US,1,2021-02-11T00:56:25Z,iDriveSafely
LD HILL,1.0,"This was a great course

This was a great course. Did a wonderful job in refreshing me on state laws as well as how to be a more courteous driver and avoid aggressive driver situations. Sample quizes after each section was very helpful. I opted for the audio recorded course to read along and avoid getting bored with just reading it. I would definitely recommend this course to friends and family.",US,1,2021-02-25T06:11:59Z,iDriveSafely
ADRIENNE KING NORTON,0.8,"I found the site easy to access and use…

I found the site easy to access and use there was some repetition but over all the course was excellent",BB,1,2021-02-10T23:06:48Z,iDriveSafely
Destiny Boatner,1.0,Easy and fast to complete,US,1,2021-02-10T22:39:05Z,iDriveSafely
Costa Rica TravelExperts,1.0,"Good site to use for your kids…

Good site to use for your kids licensing and training needs. Son and daughter passed all tests with no problem. Thank you!",US,1,2021-02-10T16:46:00Z,iDriveSafely
MCA,1.0,"So worth it!

Glad I took this class. I thought I knew everything about defensive driving and other related topics of driving responsibly. I am now even more careful driving around",US,2,2021-02-10T16:17:14Z,iDriveSafely
JACOB YOUNG,1.0,Best class ever!!!!,US,1,2021-02-10T11:30:49Z,iDriveSafely
Vanessa Hall,1.0,"It’s an easy layout with helpful…

It’s an easy layout with helpful information",US,1,2021-02-10T08:57:48Z,iDriveSafely
ALEXA UFFENS,1.0,"This app was great and easy to use and…

This app was great and easy to use and maneuver! Though some of the information isn't relevant anymore, like using a paper map, the overall experience was great!",US,1,2021-02-10T05:33:18Z,iDriveSafely
JONATHAN CASTA�O,1.0,"Very helpful

Very helpful. Thank you!!!!",US,1,2021-02-10T05:14:27Z,iDriveSafely
ROSE CHONESKA,1.0,Perfect amount of material,US,1,2021-02-10T02:47:49Z,iDriveSafely
Venkata Ashok valluri,1.0,"Teaching

I had awesome experience with i drive safely. I learn the rules in Texas.",US,1,2021-02-10T01:54:13Z,iDriveSafely
MIGUEL COBOS,1.0,"Easy to understand and very flexible…

Easy to understand and very flexible with my work schedule. Was able to complete it with no problems",US,1,2021-02-10T01:22:13Z,iDriveSafely
Samuel Willberg,1.0,"Great course

Great course however, it needs to be updated.",US,4,2021-02-09T23:37:17Z,iDriveSafely
Crystal,1.0,"Super easy!

Super easy! I recommended to all of my friends",US,1,2021-02-09T23:31:04Z,iDriveSafely
Jazzelle Medina,1.0,"IDriveSafely is Legit and Perfect

This course was very informative and an easy process for anyone who wants to obtain a license. They even gave me more information to prepare for the In-Car Driving test. I was recommended this course from a few friends and I will then return the favor of recommending IDriveSafely to anyone else.",US,1,2021-02-09T23:03:13Z,iDriveSafely
IRLANDA NUNEZ SALGADO,1.0,"Amazing !

Amazing !! Everything was easy and had very well prepared for my exam!!",US,1,2021-02-09T22:12:38Z,iDriveSafely
TIFFANY GARRETT,1.0,"I was tried and neves about doing …

I was tried and neves about doing this but I can say I got it done I took my time and done it Thanks",US,1,2021-02-09T21:22:26Z,iDriveSafely
GILBERT CASTOR,1.0,Video was good and entertaining,US,1,2021-02-09T20:46:38Z,iDriveSafely
ALEXA AGUILAR,1.0,"Very easy and smooth program to follow

Very easy and smooth program to follow. Material is useful and interesting.",US,1,2021-02-09T19:51:21Z,iDriveSafely
Mark Quispe,1.0,"It was great experience

It was great and felt like I was in school again but definitely was worth the work",US,2,2021-02-09T18:12:32Z,iDriveSafely
CHELSIE NOSEFF,0.8,"Pros and Cons about the course

It is very convenient to be able to sign on and off to do the driving course when free time is available. Only thing I didn’t like was every time there was a video to watch I would press play but I couldn’t actually watch the video. The questions that would ask me something based on the video I would just answer it to the best of my knowledge!",US,1,2021-02-09T16:48:37Z,iDriveSafely
Sathwikreddy Kancherla,1.0,"It was a very experience to associate…

It was a very experience to associate with you People.",US,1,2021-02-09T14:40:37Z,iDriveSafely
ALANIE WOOLERY,0.6,"timer

it was a lot of reading and I am a fast reader so sitting and waiting for the timer was stressful. Other than that no real issues.",US,1,2021-02-09T11:43:51Z,iDriveSafely
sara Omer,1.0,"It’s the best I get it done so easy

It’s the best",US,1,2021-02-09T07:02:15Z,iDriveSafely
JOVANNI OJEDA,1.0,"Everything was perfect recommend it to…

Everything was perfect recommend it to everyone!",US,1,2021-02-09T05:40:52Z,iDriveSafely
Mayra Yvette Puente,1.0,"Good

Good I learned a lot , very helpful.",US,1,2021-02-09T05:32:58Z,iDriveSafely
Bryant Hernandez,1.0,"I think this was helpful and it was so…easy

I think this was helpful and it was so simple",US,1,2021-02-09T05:31:19Z,iDriveSafely
Yarely Gomez,1.0,"Amazing course to learn new things…

Amazing course to learn new things about to be a good driver.",US,1,2021-02-09T04:53:32Z,iDriveSafely
JENNIFER VALDEZ,1.0,"Doesn’t get any easier than that

very easy and very thorough in explaining the information about the course",US,1,2021-02-09T04:30:25Z,iDriveSafely
ELIVIAH LOPEZ-RAMIREZ,1.0,"The drivers Ed course was great

The drivers Ed course was great! Very easy to understand and simple!
I actually enjoyed it",US,1,2021-02-09T04:30:23Z,iDriveSafely
NAUM DORKHMAN,1.0,Very informative,US,2,2021-02-09T03:06:07Z,iDriveSafely
Himaja kotturu,1.0,"I liked the course

I liked the course. It is so useful",US,2,2021-02-09T02:11:01Z,iDriveSafely
BRANDON ARDOIN,1.0,"This course was very useful and…

This course was very useful and educational that helped me understand more about driving, theres always room for Improvement",US,1,2021-02-09T02:08:20Z,iDriveSafely
VALEREE MCCLAIN,1.0,Great Experience,US,1,2021-02-09T02:05:58Z,iDriveSafely
BRENT C.,1.0,"GREAT OPTION

If you have to take a traffic class - this is a great option! I have done it twice over the years and would take again. Easy videos, instant PDF of certificate when done (or they can mail it). Highly recommend!",US,1,2021-02-09T00:38:02Z,iDriveSafely
leela,1.0,It is very good for new learner’s.,US,1,2021-02-08T20:59:23Z,iDriveSafely
Kay White,1.0,"Very concise

Very concise. Good information. Easy to follow",US,3,2021-02-08T20:39:25Z,iDriveSafely
