Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
David,1.0,"Truck runs smoother and more…

Truck runs smoother and more responsive.
Great product!",US,5,2020-08-06T22:43:33Z,Hot Shot's Secret
James Wedewer,1.0,"Good products

Good products, packed well (never had an issue). Free shipping can be a little slow, but hey...it's free.",US,5,2020-08-06T22:27:56Z,Hot Shot's Secret
Marlon Santos,1.0,"Excellent service

Excellent service. Very fast shipping. Very happy with my experience with Hot shot.",US,1,2020-08-06T15:49:20Z,Hot Shot's Secret
George Dean,1.0,"Great quality product Dispenser not good.

Great quality product. Pump in sanitizer bottle is hard to use because it pumps too much product out at one time.",US,3,2020-08-06T14:53:13Z,Hot Shot's Secret
Steven Lee,1.0,"Awesome Product!

I’ve been purchasing Hot Shot’s Secret products for my 2007 GMC Sierra Duramax for years now and they never disappoint. Product always arrives quickly and when you buy in bulk they give you a discount.",US,2,2020-08-06T00:35:11Z,Hot Shot's Secret
Tim Brisco,1.0,"Made purchase

Made purchase, order got shipped back due to my error (forget ste #), contacted customer service and had a response first thing next morning with new package on the way. Ashley M. you are awesome and thanks again for the shirt. Now that’s customer service..... my fault and they still gave me a free shirt.",US,1,2020-08-04T05:04:07Z,Hot Shot's Secret
diara bass,1.0,"We are so pleased with the improved…

We are so pleased with the improved performance of the transmission!",US,1,2020-08-03T23:37:03Z,Hot Shot's Secret
06 lbz,1.0,"One of my injectors was 3.8-4.2 I put…

One of my injectors was 3.8-4.2 I put about 12oz of their hot shot secret in it and got it down to 1.2-1.5",US,1,2020-07-31T07:53:03Z,Hot Shot's Secret
Brandon M,1.0,"Love every product I have used

Love every product I have used. Very good stuff, never had an issue. Customer service is excellent, as well as fast shipping!",US,3,2020-07-31T00:29:57Z,Hot Shot's Secret
James,1.0,"I have used their products regularly…

I have used their products regularly for many years now and find myself reordering when I get low on one of the products. I believe they work and I use in several trucks, cars snow blower and mower.",US,6,2020-07-30T15:57:00Z,Hot Shot's Secret
tlcontract,1.0,"LX4 - Nothing Better

They always had good answers to my questions, and they have data to prove the effectiveness of their diesel fuel lubricity product LX4 Lubricity Extreme. That's why I bought their product.",US,2,2020-07-30T13:17:04Z,Hot Shot's Secret
Jimmy G,1.0,"Liquid GOLD

The everyday fuel treatment is liquid gold! Thanks to George at A-Star Diesel Performance in Abilene, TX for recommending such a good product!",US,1,2020-07-30T02:31:58Z,Hot Shot's Secret
Brendon Cartier,1.0,"The best product on the market

The best product on the market great deals prices and fast shipping! Highly recommended",US,2,2020-07-29T02:25:51Z,Hot Shot's Secret
DAVID HOSKIN,1.0,"Hot Shot's Secret is the best company…

Hot Shot's Secret is the best company around, and definitely have the absolute best customer service hands-down! They go above and beyond each and every time! Thank you guys so much for being so great!",US,1,2020-07-29T00:00:59Z,Hot Shot's Secret
Andrew Belan,1.0,"Got me my products in a timely fashion

Got me my products in a timely fashion. Will use again in the future.",US,1,2020-07-28T14:45:55Z,Hot Shot's Secret
Chris,1.0,"Product I ordered arrived quickly and…

Product I ordered arrived quickly and I’m looking forward to seeing the results!",US,4,2020-07-27T20:20:53Z,Hot Shot's Secret
Customer Jonathan,1.0,"Shipping was fast and as described

Shipping was fast and as described. Pour 2 gallons in transmission and can't complaint so far so good. 335xi",US,2,2020-07-27T20:02:31Z,Hot Shot's Secret
Christopher Rentner,1.0,"Great!

Great serive, great product!",US,1,2020-07-27T19:37:58Z,Hot Shot's Secret
Steve McBride,1.0,"Out standing service

Out standing service. Great products!!!
Check them out",US,1,2020-07-24T13:11:05Z,Hot Shot's Secret
Ricky Pennington,1.0,"Great product

Great product, my 6.7 Cummins runs smoother for sure, fast shipping!",US,2,2020-07-24T06:16:19Z,Hot Shot's Secret
Thomas Ebel,0.8,"Idle much smoother

I can feel the extra power and idles much smoother.",US,1,2020-07-21T21:34:08Z,Hot Shot's Secret
Paul Yoder,1.0,"Very fast shipping and A1 service !

Very fast shipping as always. I had a question about an oil analysis I had from a different analyst and the guys from hot shot have me their expertise opinion about my analysis. You don't get better service than that. Thanks again guys",US,2,2020-07-21T20:00:40Z,Hot Shot's Secret
Dennis Gann,1.0,"Money well spent every time!

Just purchased a 5.9L Cummings with 260,000 miles I ordered the Cummings clean out kit noticed an instant pick up in power and fuel economy with the fuel treatment as well as a noticeable difference in the 47RE after adding The tranny treatment I highly advise the fuel treatment and EDT It’s a must for every diesel system, Would love to get my hands on some of their oil Five star products highly recommended I’ve used it on multiple vehicles and equipment!",US,1,2020-07-21T17:48:50Z,Hot Shot's Secret
Noah,1.0,"Great product

Great product, I use it on every fill up and never have had any issues. Works great.",US,1,2020-07-20T23:53:26Z,Hot Shot's Secret
Don,0.8,"Honestly

Honestly, I didn't notice any difference.
Really don't see how i would have.
I used it in my 71 Chevelle SS 454 4 speed car.
Ran good as it always has.
Was great before I put it in and its great now.
I will use it again on next oil change.
The science says it works so I will go with it.",US,2,2020-07-20T21:31:13Z,Hot Shot's Secret
Chris,1.0,"Products shipped on time and arrived in…

Products shipped on time and arrived in good condition.",US,1,2020-07-20T18:12:12Z,Hot Shot's Secret
Brian Bahl,1.0,"Great products

Great products. Been using them for several years.",US,1,2020-07-18T04:26:14Z,Hot Shot's Secret
Matthew Leaman,1.0,"Now I will treat my other 2 diesel vehicles with stiction eliminator.

i used this product, just to kind of try to look out for my 03 Jetta TDI. in 100 miles i knew without doubt i had done the right thing for my car. 280,000 miles on the clock and stiction eliminator gave it a little youth back. I will be treating my other 2 diesel pickups with it as well, based on the TDI experience.",US,2,2020-07-18T04:10:19Z,Hot Shot's Secret
Jovanni Cortez,1.0,"Very great company with very great......

Very great company with very great products",US,1,2020-07-16T18:34:16Z,Hot Shot's Secret
Harvey Haney,1.0,Excellent products!,US,1,2020-07-16T16:39:47Z,Hot Shot's Secret
Aubrey Flock,1.0,"Very fast service

Very fast service. Excellent product.",US,1,2020-07-15T22:04:23Z,Hot Shot's Secret
Thomas Millien,1.0,"Fast shipping

Fast shipping. Great products.",US,1,2020-07-15T20:01:03Z,Hot Shot's Secret
Thomas Jones,1.0,Always the best additives out there!,US,2,2020-07-15T19:11:18Z,Hot Shot's Secret
Jordan Crumrine,1.0,"Fast shipping

Fast shipping. Great product.",US,1,2020-07-14T15:42:02Z,Hot Shot's Secret
Judy Daniel,0.4,"i purchased a quart of FR3 friction…

i purchased a quart of FR3 friction reducing the week prior to father's day. (Order number 333153332) I entered in the promocode 'dad' as part of a promotion. I did not receive my free 8 oz bottle, as advertised, I left 2 voicemails regarding this w/ your customer service reps and I have rec'd no follow up calls. Poor service--I will not likely purchase or recommend your products in the future.",US,1,2020-07-13T23:02:59Z,Hot Shot's Secret
Randy Rich,1.0,"Very easy to navigate website and…

Very easy to navigate website and ordering was smooth and fast. Thanks",US,2,2020-07-13T21:59:37Z,Hot Shot's Secret
Gentry-Joshua,1.0,"Awesome packaging

Awesome packaging, can't wait to try it out.",US,2,2020-07-13T21:40:41Z,Hot Shot's Secret
CLAUDIA,1.0,"Our 99 Ford F350 with 300k miles on it…

Our 99 Ford F350 with 300k miles on it began to shift hard. We changed the transmission fluid and added your transmission slip additive. We felt immediate results. After 100 miles, it's back to normal. We may be due for a new tranny, but we have bought some time. Maybe not...",US,4,2020-07-13T20:00:08Z,Hot Shot's Secret
TODD,1.0,Great product,US,4,2020-07-13T19:52:58Z,Hot Shot's Secret
Charles Walker,0.8,"Will do business with them again.

Ordered product and a couple of items were missing. Called them and they shipped out the items at no additional cost. Very professional and pleasant to deal with. Got the items 2 days after calling them. Will have no trouble buying from them again.",US,1,2020-07-13T19:44:51Z,Hot Shot's Secret
Mike Vizer,1.0,"Easiest review ever

Easiest review ever. Hotshots secret sells products that work. No snake oil, no BS just great American made products.",US,1,2020-07-13T19:02:33Z,Hot Shot's Secret
Patrick Wroblewski,0.2,"I love your products but your website…

I love your products but your website stinks and I included shipping instructions which you completely ignored.",US,4,2020-07-13T17:57:39Z,Hot Shot's Secret
Brenda Maddy,1.0,"easy to order

easy to order, quick free delivery",US,4,2020-07-12T12:10:44Z,Hot Shot's Secret
Robert,1.0,Great products,US,4,2020-07-11T00:34:02Z,Hot Shot's Secret
Chad Failing,1.0,"Shipping was amazingly fast

Shipping was amazingly fast. Surprised me when it showed up 3 days after I ordered. The gasoline extreme did help out quite a bit on my caravan.

Wasn't expecting it to. But Surprisingly it gelped the gas mileage and idle some.",US,1,2020-07-09T20:00:07Z,Hot Shot's Secret
Patrick Gleason,1.0,Fast shipping,US,2,2020-07-09T19:10:15Z,Hot Shot's Secret
Officer Draw,1.0,Fast shipping & order is always right!,US,1,2020-07-09T19:00:09Z,Hot Shot's Secret
Johnny Brott,1.0,"I will continue buying from y’all and I…

I will continue buying from y’all and I love your product and the customer service",US,1,2020-07-09T18:49:45Z,Hot Shot's Secret
Wilfred J Alexander,1.0,"Great products for use on my 2001 Ford…

Great products for use on my 2001 Ford F250 Super Duty P/U Truck.

Wilfred J..Alexander",US,1,2020-07-09T09:06:37Z,Hot Shot's Secret
Kevin D Schlotzhauer,1.0,"Great products and great service, always

Great products and great service and shipping!!!!!!!!!!!",US,2,2020-07-09T02:07:11Z,Hot Shot's Secret
Steven Creager,1.0,"Excellent service

Excellent service, that is shipped quickly. Top quality products from my experience.",US,2,2020-07-08T23:04:45Z,Hot Shot's Secret
Tanner E.,1.0,"Great

Quick shipping and good product as always",US,2,2020-07-08T22:15:56Z,Hot Shot's Secret
Robert Terracciano,1.0,"I've always had a great experience with…

I've always had a great experience with Hot Shot's customer service and support.

Easy to talk to and answer any questions you may have.",US,6,2020-07-08T16:40:07Z,Hot Shot's Secret
Billy Wilkison,1.0,"As always

As always, best customer service in the industry! Thanks!!",US,1,2020-07-08T03:46:38Z,Hot Shot's Secret
HARVEY GILBERT,1.0,"Great products & pricing

Great products, good values and fast shipping. Highly recommended",US,4,2020-07-07T23:12:07Z,Hot Shot's Secret
Michael Basnar,1.0,Great stuff increased my mpg,US,1,2020-07-07T22:14:27Z,Hot Shot's Secret
Dewone Phillips,1.0,"I am completely satisfied with this…

I am completely satisfied with this product. I was having trouble with my injectors.With my 1997 Ford f350 power stroke. Hard starts ,no power,and burning fuel extremely fast. Not anymore 8oz of diesel extreme has saved me thousands of dollars on replacing injectors and labor. My truck runs better than when I first purchased it.",US,1,2020-07-07T04:47:32Z,Hot Shot's Secret
David Bruce,1.0,"Always will use there additives for my Diesel equipment!

This product really really great..added this to excavator and started to run better. More power etc!",US,4,2020-07-07T03:04:11Z,Hot Shot's Secret
Mike Holder,1.0,"I received a damaged shipment

I received a damaged shipment, called customer support and they sent me new product. I'd say great customer service.",US,2,2020-07-06T23:47:55Z,Hot Shot's Secret
Ted Hobson,1.0,"Good product

Good product. Cut my regens down with 1-2mpg on my cummins 6.7",US,1,2020-07-06T18:04:39Z,Hot Shot's Secret
May Hsu,1.0,Excellent product and quick delivery,US,1,2020-07-03T20:55:40Z,Hot Shot's Secret
William Garguilo,1.0,"After some initial shipping issues…

After some initial shipping issues things have been corrected! Hoping the stuff does what it claims! Thank you",US,2,2020-07-01T23:06:56Z,Hot Shot's Secret
ColetaBeth Marable,1.0,"Excellent service

Excellent service.

They discovered my order was lost in shipping after I notified them I had not received it.

They were on top of refilling the order and express shipping.

Excellent customer service and response time.

Excellent product. Highly recommend.",US,6,2020-07-01T02:32:00Z,Hot Shot's Secret
Gary Watkins,1.0,"good stuff!

good stuff! This seems to make my truck run smoother",US,4,2020-06-30T18:47:42Z,Hot Shot's Secret
Dale Clay,1.0,"Ordered a big rig duo and it arrived at…

Ordered a big rig duo and it arrived at my house in Australia before i knew it 👍👍👌👌",AU,1,2020-06-30T09:46:25Z,Hot Shot's Secret
thomas carfagna,1.0,Great products work excellent,US,1,2020-06-30T02:06:10Z,Hot Shot's Secret
George Kuhn,1.0,"I Love everything about Hot Shot's…

I Love everything about Hot Shot's Secret It's the best!!!",US,3,2020-06-27T02:34:30Z,Hot Shot's Secret
Greg Johnson,1.0,everything worked great,US,1,2020-06-26T19:23:28Z,Hot Shot's Secret
Gregg nilsson,1.0,"Cp4 longevity

Just doing all I can to protect my cp4 pump seems to be working so far great products i also use the sticktion eliminator in my car and no more morning start up rattles really like that",US,2,2020-06-26T18:38:25Z,Hot Shot's Secret
Robert Lewis,1.0,"Great service

Great service. Had my truck deleted. Gained 3 to 4 mpg. My mechanic says he uses Hot Shot in all his vehicles. Highly recommend.",US,1,2020-06-26T14:48:33Z,Hot Shot's Secret
Ocean Roads Transport LLC,1.0,Great product with quick shipping.,US,1,2020-06-25T14:13:20Z,Hot Shot's Secret
BRENT JOHNSON,1.0,Good product,US,1,2020-06-25T00:32:41Z,Hot Shot's Secret
JUSTIN MANDARA,1.0,"These products are amazing and…

These products are amazing and definitely worth everything dollar hands down",US,1,2020-06-24T12:23:00Z,Hot Shot's Secret
Dennis Gann,1.0,"A fuel treatment experience in the woods.

A 5Star company, killer products that work, you will see an noticeable difference instantly,I’ve used their products in multiple diesel pickups, I even used it in a cat D10T2 dozer unknowingly,I had diesel in a jump tank on a job When a dozer ran out of fuel so he used 30 or 40 gallons of my fuel Little to his surprise and mine,( I forgot I had diesel extreme mixed in my jump tank) it thoroughly cleaned his injectors and fuel system within minutes ,he noticed the fuel system sputtering a bit he was thinking maybe an injector was going bad at first,we ran it a little longer after I realize what had happened,(that I had the treatment in the fuel tank)within two hours we had all the filters changed and lines flushed on the tractor and the operator said he couldn’t believe the power increase he had now with his fuel system cleaned, The rest of that day and week he was grinning from ear to ear, They now have treated more pieces of equipment with it, I can’t say enough good things about these products they are a must have in any diesel,old or new, The stiction eliminator is equally as impressive as well , they are a game changer!",US,2,2020-06-24T04:49:55Z,Hot Shot's Secret
Robert H,0.8,"order was late

The first order didn’t come when promised, I had to call. It was damaged during shipment and order was lost. The product was ship and it it superior in quality for sure. I will buy again and recommend this product and company",US,1,2020-06-24T02:47:16Z,Hot Shot's Secret
NICK Berilla,1.0,"Great service

Great service. Received product and put in my Audi. Now I hope to see results.",US,1,2020-06-23T21:48:02Z,Hot Shot's Secret
James Jones,1.0,"This stuff just really works

This stuff just really works. The truck is running better and using less def fluid.",US,1,2020-06-23T20:19:29Z,Hot Shot's Secret
Krista Gruber,1.0,"Great customer service

Great customer service. I appreciate all of the help.",US,1,2020-06-23T05:34:36Z,Hot Shot's Secret
Laura Garcia,1.0,"Ordered 1 gallon of hand sanitizer

Ordered 1 gallon of hand sanitizer, and it works really well in a spray bottle.",US,2,2020-06-23T02:53:55Z,Hot Shot's Secret
Becky,1.0,"Thank you for making this available

Thank you for making this available, as I have still not been able to get hand sanitizer. I really appreciate having a supply of this to carry in a small bottle in my backpack.",US,1,2020-06-23T02:16:56Z,Hot Shot's Secret
Maria lagajino,1.0,Great products 👍,US,1,2020-06-19T18:27:09Z,Hot Shot's Secret
Brian Veach,1.0,"Great products

Great products. I use them in my diesel tractor, diesel truck, and gas SUV. You can always tell a difference after using them extreme cleaners. The engine is so much smoother. It really helped my tractor that often sits for extended periods of time. I would highly recommend it to anyone.",US,5,2020-06-19T18:23:48Z,Hot Shot's Secret
F R Mathiesen,1.0,"Been using Hot Shot fuel

Been using Hot Shot fuel, oil, and trans, since Day 1 in a 2008 F250 6.4 going strong at 220k miles with no major repair issues, other than routine maintenance.",US,1,2020-06-17T05:36:34Z,Hot Shot's Secret
qht801,1.0,"I ordered online everything shipped…

I ordered online everything shipped quickly got my green diamond oil tested in in my Mercedes Benz E320 CDI diesel. So far I have noticed motor idle smooth less shaken. For the drive it felt punchy but smooth acceleration.",US,1,2020-06-17T03:03:07Z,Hot Shot's Secret
Stanley Fujii,1.0,"The service was online ordering

The service was online ordering, but the process on your website was perfect. Thank you very much.",US,1,2020-06-17T00:43:37Z,Hot Shot's Secret
moses alonso,1.0,"Ben a customer for a few years now and …

Ben a customer for a few years now and And they make an outstanding product",US,3,2020-06-16T23:27:40Z,Hot Shot's Secret
Clifford Kevorkian,1.0,"Simple and painless

Just received the item. The process was simple and painless.",US,1,2020-06-17T00:17:59Z,Hot Shot's Secret
Ruchie M Resendiz,1.0,"Great process,fast shipping

Great process,fast shipping. Thank you",US,1,2020-06-16T23:13:59Z,Hot Shot's Secret
Karen Romanchek,0.2,"It smells like Tequila

It smells like Tequila. I have PTSD from aTequila hangover from my youth. The smell turns my stomach. I have purchased some other brand with 80% alcohol & it does not smell bad.",US,3,2020-06-16T23:05:35Z,Hot Shot's Secret
Keith,1.0,"These guys rock

These guys did what they said they would do. My shipment was lost in the mail, they tracked it down, and immediately replaced it- no muss and no fuss. Extremely helpful and courteous.

Best Regards,
Keith",US,5,2020-06-16T19:41:20Z,Hot Shot's Secret
jonathan stuart,1.0,"Always a great product

Always a great product, not bad on the price, just give them a try!",US,1,2020-06-15T20:42:10Z,Hot Shot's Secret
D.W. Hauntings,1.0,"Hotshot's Secret products saved my car!!!

I have purchased several Hotshot's Secret products to use in my 2012 Volkswagen TDI Turbodiesel. I tried the Hotshot's Secret Diesel Extreme first, and, then I purchased and used the EDT Everyday Diesel Treatment on my very next tank of diesel fuel, and after that, I added the Hotshot's Secret Stiction Eliminator to a fresh oil change. Each and every product absolutely surpassed my wildest expectations and quite literally, ""resurrected"" my engine, my injectors, my turbo, and breathed new and invigorating life into my vehicle! After adding and using these Hotshot's Secret products, my Volkswagen Turbo diesel runs, and performs better than the day I purchased it! Thank you all at Hotshot's Secret for making such great products, with such amazing results! I am now a Hotshot's Secret customer FOR LIFE!!!!!",US,1,2020-06-14T00:24:34Z,Hot Shot's Secret
Drew Isenhour,1.0,"Love the products

Love the products. The Green Diamond fleet oil made my truck run much smoother. Quick shipping!",US,1,2020-06-13T03:03:57Z,Hot Shot's Secret
David Nunley,1.0,"Good price

Good price, ships fast.",US,3,2020-06-13T01:43:10Z,Hot Shot's Secret
Jorge Matos,1.0,Great sanitizer.,US,1,2020-06-12T20:25:14Z,Hot Shot's Secret
Dave,0.2,"The box was ""dumped"" in front of my house.

The box was ""dumped"" in front of my house, not on my front porch because the FedEx driver apparently wanted to not be seen by me once I saw the condition of the box. He didn't even ring the doorbell to let me know the package was delivered. And, there were two (2) stickers indicating ""Fragile"" contents. And, they mishandled the box so bad that I didn't need to cut any of the tape to take out the items that I purchased. In fact, I was surprised that none of the quart bottles were missing. Ok, so that is on FedEx.

Come on guys at the HotShot Secret shipping department, you need to come up with better packages and better methods of keeping the bottles from being tossed around in the box during shipping.",US,1,2020-06-12T20:13:01Z,Hot Shot's Secret
Kenneth Turner,1.0,"Awesome 👍

Awesome 👍! Excellent customer service and an excellent product!",US,1,2020-06-12T14:55:05Z,Hot Shot's Secret
Yevsey Goldberg,1.0,EXCELLENT OUTSTANDING SERVICE EVERYTIME,US,1,2020-06-12T01:58:29Z,Hot Shot's Secret
D Dacus,0.8,great products,US,1,2020-06-11T19:36:52Z,Hot Shot's Secret
Customer,1.0,Great product,US,2,2020-06-11T07:17:49Z,Hot Shot's Secret
joeb1979,1.0,"great products

great products. the pao oil seemed to make my l5p duramax tick less even on a fresh oil change.",US,3,2020-06-11T01:20:14Z,Hot Shot's Secret
CAP,1.0,"Though there were a few mix ups

Though there were a few mix ups, it was solved to my satisfaction. Great products",US,12,2020-06-10T22:11:51Z,Hot Shot's Secret
BARBARA,1.0,"My first shipment was damaged and I…

My first shipment was damaged and I received a refund. I reordered the item and received 10% off and free shipping. I am a satisfied customer. Thank you for your honesty and support",US,1,2020-06-10T12:01:04Z,Hot Shot's Secret
Tim Maguire,1.0,Best customer service,US,1,2020-06-10T05:27:09Z,Hot Shot's Secret
Robert Williams,1.0,Good price and shipped fast.,US,1,2020-06-10T04:13:31Z,Hot Shot's Secret
Mark Dambrowski,1.0,"Both products work well will continue…

Both products work well will continue to use..",US,1,2020-06-10T02:02:03Z,Hot Shot's Secret
Timothy Salgado,1.0,"Initially impressed with Stiction…

Initially impressed with Stiction Eliminator and Diesel Extreme. Now trying the gear oil and gas extreme products.
Next will be diesel engine oil.
Also, great service, fast shipping.",US,1,2020-06-10T00:33:57Z,Hot Shot's Secret
Steve Richardson,1.0,"ordered 1 qt of stiction

customer service corrected a wrong shipment promptly",US,1,2020-06-10T17:57:25Z,Hot Shot's Secret
John Webb,1.0,"Will see if it works…

So far so good Check engine light is still on but giving it time.",US,2,2020-06-09T18:52:07Z,Hot Shot's Secret
Stephen Rasnick,1.0,Good delivery time and a good product.,US,1,2020-06-09T17:32:30Z,Hot Shot's Secret
Bryce McClure,0.6,"Great Product, Need better Shipping verification

Instead of getting oil treatment I originally got hand sanitizer. Then it took another week for my product to come in. I love the product but it would have been way faster to just go to the store and buy it.",US,1,2020-06-09T16:27:47Z,Hot Shot's Secret
Tom coker,0.6,"Its been almost 2 weeks since I placed…

Its been almost 2 weeks since I placed my order and have not seen the product yet. I waited before sending this review. I called customer support the sent me a duplicate order but sent diesel instead of the gas product I ordered. Call customer service, the order was caught before being shipped and corrected. A week later the replacement order arrived. Product is GREAT. I have used it in 3 high milage vehicles. And started using it in my new 2020 Ford f150.",US,4,2020-06-09T03:13:03Z,Hot Shot's Secret
Faye Owens,1.0,"Mishandle Shipment

Thanks for an excellent product, Thanks for accommodating me and good customer service I received due to leaked product during shipment.",US,1,2020-06-09T02:56:55Z,Hot Shot's Secret
mike fanelli,1.0,"Love the products

Love the products. I will do most anything to ensure my motor will last. And it looks like with this product it will.",US,1,2020-06-08T13:20:35Z,Hot Shot's Secret
Jerry D. Lee,1.0,Great products!,US,2,2020-06-08T01:17:00Z,Hot Shot's Secret
James Bunn,1.0,"Thanks Erin

Quick to receive thanks to Erin by the way very nice salesperson",US,1,2020-06-07T21:36:22Z,Hot Shot's Secret
Kenric Smith,1.0,"Hands down they best diesel additives…

Hands down they best diesel additives and oil i have ever used.The customers service is top notch.",US,1,2020-06-07T21:00:48Z,Hot Shot's Secret
FRANK LOMPADO,1.0,"After contacting HotShot regarding a…

After contacting HotShot regarding a problem with my previous order, they shipped out an additional item free. Very satisfied!",US,2,2020-06-07T19:33:56Z,Hot Shot's Secret
Wayne Davis,1.0,"Great product

Great product, great service",US,1,2020-06-07T19:33:51Z,Hot Shot's Secret
Shelley Burns,1.0,"Great Product

Great Product. Excellent for spray bottle. Good delivery time, will order again.",US,1,2020-06-06T23:40:55Z,Hot Shot's Secret
Waypoint Property Inspections East,1.0,Excellent products and excellent service,US,1,2020-06-05T21:00:24Z,Hot Shot's Secret
Gary,1.0,Quick and reliable.,US,2,2020-06-05T19:30:00Z,Hot Shot's Secret
Young Lim,1.0,"Product as described!!

Product as described!!! Fast delivery!!",US,1,2020-06-05T08:38:21Z,Hot Shot's Secret
Debi Curtsinger,1.0,"Fast delivery

Fast delivery, good products.",US,1,2020-06-05T02:13:00Z,Hot Shot's Secret
Eric Shahnazarian,1.0,"I love your products

I love your products, I started using them 02-01-2020 and my fuel mileage has gone from 16.4 to 18.4
I'm getting ready to change my oil & use stiction Eliminator fpr the 1st time
If its anything like the rest of your product line I know I won't be disappointed
Thanks for all you do",US,2,2020-06-05T00:08:43Z,Hot Shot's Secret
Tara Klinski,0.4,"Great customer service and fast…

Great customer service and fast shipping. HOWEVER, the product is clearly made from booze. My guess is tequila and I can't use it. It smells so bad it makes me gag. I even tried to donate it to family, friends, and a daycare center and no one wants it smelling like that. I mixed oils, fragrance and aloe in a small bottle with it and nothing took that smell away.",US,3,2020-06-04T23:58:17Z,Hot Shot's Secret
lloyd,1.0,"HSS's oil and fuel for RV

HSS's oil and fuel supplements have kept my 6.0 running. Very happy with these products. Would like to know what the difference between RV and Truck products beside price?",US,3,2020-06-04T21:47:59Z,Hot Shot's Secret
Daryl Weisenstein,1.0,"Thanks for sending me the hand…

Thanks for sending me the hand sanitizers with my stiction eliminator. I gave a gallon to my dentist yesterday and they were so happy.",US,1,2020-06-03T18:54:48Z,Hot Shot's Secret
Michael McIrvin,1.0,"Never Rust spray is a great product

Bought the Never Rust spray lubricant to use on the linkage of my commercial rototiller that are constantly in the dirt. In the past I used WD-40, it worked but I would always need to respray those areas. With the HotShot product it stays put and keeps working. A great product.",US,1,2020-06-03T18:27:57Z,Hot Shot's Secret
Maria Ignacio,1.0,G r e a t service👍,US,1,2020-06-03T18:16:22Z,Hot Shot's Secret
Max Evans,1.0,"Quick shipping

Quick shipping! Easy site to navigate.",US,2,2020-06-03T17:34:36Z,Hot Shot's Secret
BART SLIGER,1.0,"This is a fantastic product and it…

This is a fantastic product and it arrived quickly! They even gave me a military discount that was much appreciated. I am donating this product locally, so the discount was really helpful with respect to me being help others at a lower cost.

5 STARS well deserved!",US,3,2020-06-03T16:30:12Z,Hot Shot's Secret
Daniel Krieger,1.0,"Great product

Product within 100 miles increased mpg as well as loosing power problem",US,1,2020-06-03T15:31:21Z,Hot Shot's Secret
Richard Sullivan,0.8,"Other than the ""quick shipping""…

Other than the ""quick shipping"" everything appears great. First bottle so I hope it saves my fuel system.CP4.",US,1,2020-06-03T02:23:42Z,Hot Shot's Secret
Stephen Kuhnhoff,1.0,"The product came fast and we appreciate…

The product came fast and we appreciate that. Thank you.",US,1,2020-06-02T21:23:31Z,Hot Shot's Secret
Bill Bradberry,1.0,"Great customer service and a great…

Great customer service and a great product!",US,2,2020-06-01T22:23:31Z,Hot Shot's Secret
cjc,1.0,Fast and all as expected...,US,2,2020-06-01T14:40:58Z,Hot Shot's Secret
Ramsey Myers,1.0,Great service and products.,US,1,2020-05-31T23:42:31Z,Hot Shot's Secret
Brett Lolley,1.0,"Great recovery after an initial ""fumble""

You sent me 1/2 of what I ordered. I ordered 2 quarts, and you only sent me 2 pints. I sent an earlier email to you requesting instructions to return the order due to the shortage being sent and it is too late for me to use it now. Please respond with instructions for how I can return my ""half-order."" Thank you.

Update - they really did work hard to fix this. They tried to send me some additional product, but when I pointed out that it was too late for the event in which it was needed they gave me a full refund. Great job after a little stumble above",US,1,2020-06-15T01:35:57Z,Hot Shot's Secret
Richard Whitson,1.0,"bought a 2015 ram 5500 tradesman day…

bought a 2015 ram 5500 tradesman day cab ,6.7 Cummins ,automatic ,custom sleeper , had 300,000 and some on truck . put a bottle in to clean it out. engine rattled and made other scary sounds but even though I kept the oil with the added additive in for 8,000 miles. the engine the entire time started every time and never missed or failed to preform well. the rattling noises and other such noises I took the whole time as my Cummins 6.7 being cleaned out.
needless to say my hunch was right. for as soon as I did a fresh oil change after using the additive the Cummins 6.7 idled with no rattle or did it make a rattling noise driving . the Cummins 6.7 idles and runs like a brand new motor.
the stuff does what it says it will do and does a great job. soot kills a Cummins 6.7 with def and egr still on it and this additive cures those problems.
I will use this stuff as directed by instructions .
thank you Hot Shots Secrets for your products. you make my Cummins 6.7 soot free now and even more reliable. GREAT JOB .",US,1,2020-05-30T17:29:03Z,Hot Shot's Secret
Kyle,0.2,"Never received my product after a month…

Never received my product after a month they shipped the wrong product and after calling and trying to get a refund they told me they would then didn’t ever get a refund either. Guess they can keep my $30",US,1,2020-05-29T21:29:25Z,Hot Shot's Secret
Frances Syverson,1.0,"Just as it was described

Just as it was described. I really like the formula and know it is working well. Great customer service!",US,1,2020-05-29T19:16:28Z,Hot Shot's Secret
Tracy Thomas,1.0,Quick service great produts,US,1,2020-05-29T18:31:12Z,Hot Shot's Secret
Richard Joslyn,1.0,"Quality Counts

Outstanding customer service and high quality products.",US,3,2020-05-27T22:42:37Z,Hot Shot's Secret
DB,1.0,Works great on my 2014 6.7L Powerstroke!,US,1,2020-05-27T19:05:34Z,Hot Shot's Secret
Jerry Brown,1.0,"You will not find a better company to…

You will not find a better company to deal with.",US,1,2020-05-27T17:22:25Z,Hot Shot's Secret
