Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
Qianna,1.0,"Excellent Customer Service!!!!!!!!!!!!!!!!!!!!!!!

I had a problem my on behalf but Michael Hernandez was excellent with customer service. Always willing to assist.",BS,1.0,2021-10-29T20:59:41Z,Miles Car Rental
customer,1.0,"We received an excellent attendance…

We received an excellent attendance from Laura Díaz!

Thanks",US,1.0,2022-06-23T04:09:53Z,Miles Car Rental
Branca Gaino,1.0,"William simply THE BEST!

William simply THE BEST!

Very helpful, patient and really nice guy!

I will definitely recommend this guy!",US,2.0,2021-12-03T21:35:05Z,Miles Car Rental
cliente,0.2,"Took two hours to get the car.

Took two hours to get the car.
Service very bad.
Very few staff taking care of the clients.
Terrible experience.",US,1.0,2021-07-26T19:04:15Z,Miles Car Rental
Jonathan Diaz,1.0,"Super fácil

Super fácil, rápido y sencillo. Siempre alquilo con ellos sin ningún problema.",BG,6.0,2022-05-11T05:08:42Z,Miles Car Rental
customer,1.0,"Katherine

The agent who helped me was very kind, good manners, patient and dedicated.
Her communication skills were clear.",CW,1.0,2021-06-13T16:22:42Z,Miles Car Rental
Poly Phan,1.0,"Maria Ortiz was very helpful and…

Maria Ortiz was very helpful and friendly. She got us the right vehicle for a good rate! She’s awesome",US,1.0,2021-12-03T03:35:26Z,Miles Car Rental
cliente,1.0,"Everything went perfect Price was…

Everything went perfect Price was great! Never used before will never not use Miles in the future. THANKS",US,1.0,2021-09-21T02:11:34Z,Miles Car Rental
Stanley Garbutt,0.8,"Karol Moreno was very professional and…

Karol Moreno was very professional and helpful in my contact with her this morning.

Thanks,
Stanley.",BZ,1.0,2021-12-01T21:38:06Z,Miles Car Rental
Carmen Gonzalez,1.0,"Excellent customer service by Leidy…

Excellent customer service by Leidy Segura. She answer all our questions and doubts about hour trip.
Thanks.",PR,1.0,2021-06-23T21:50:44Z,Miles Car Rental
elizabeth gaviria,1.0,"The experience was great

The experience was great, the assitence online was very quick and very efficient.",CO,2.0,2022-04-17T16:53:49Z,Miles Car Rental
Jorge Gomez,0.2,"The total price I was informed in the…

The total price I was informed in the web page is different that the total price included in my confirmation",ES,1.0,2021-05-31T20:56:00Z,Miles Car Rental
Tim Poirier,0.2,"Deceptive practice

My sister rented a car for me, as a gift. I was no allowed to. Pick up the rental, because my name was not on the purchasing credit card. The rental requirements are hidden in the menu, instead of a link on the page. Your company, stole 18% of the refund, due to deceptive practices. I had to call twice to get the cancelation done, because the first woman i spoke with was rude and consistently interrupted me.

The whole thing was a terrible experience and you will be getting 1 star ratings everywhere i can post it.


*update * they held my entire refund hostage until I changed my review. After 2 weeks, we came to an agreement that I would modify my review, AFTER my refund was received.

So, here's my modified review. I am. Contacting the BBB and the local news. Stay away from Miles Car Rental. They are a scam

*update number 2* No matter what they say on here, they harassed me daily and held my refund hostage. That is no way to provide customer service. That is no way, ""customer satisfaction."" They were hoping that I would give up, so they could keep the money.

I also had to threaten them with contacting the police to file harassment charges, because they continued to call and email daily.",US,3.0,2021-10-27T02:22:15Z,Miles Car Rental
SAN PIETRO B&B,1.0,"Excelente trato

Excelente trato, atención y pronta resolución de William Ferreira, agradecida ! Desde argentina. Laura",AR,1.0,2021-08-25T22:13:40Z,Miles Car Rental
Husssam Boss,1.0,"thank you Maria I have know what I need…

thank you Maria I have know what I need I wish to make a deal with u as soon

best regards

hussam",QA,1.0,2021-09-26T22:13:29Z,Miles Car Rental
Mariano ARGENTINA,1.0,"simple, transparente

una vez más la experiencia con ""Miles"" fue simple, sencillo y transparente",MX,1.0,2022-04-30T03:19:48Z,Miles Car Rental
customer,1.0,"She was really helpful in making me…

She was really helpful in making me understand everything",US,1.0,2022-06-11T19:09:35Z,Miles Car Rental
Pablo Velazquez,0.8,"Thank you

Thanks for the customer service and the experience.
My reservation was cancelled when I requested it.",US,1.0,2021-06-15T17:16:52Z,Miles Car Rental
Morolake Bolarinwa,1.0,"Awesome Service

Great job 👍🏾 at Leydi. You answered all my questions to satisfaction.",US,1.0,2022-05-03T23:15:57Z,Miles Car Rental
Marta,1.0,"Very good service

Very good service, Michael was very helpful and he found the best offer for us. Thank you !",US,1.0,2021-12-22T22:39:59Z,Miles Car Rental
customer,0.6,"Waiting time

Took too long to resolve my issue via chat. Wish there was a telephone number for customer service.",PR,1.0,2021-06-01T02:49:09Z,Miles Car Rental
Luis Miguel Rico,1.0,"Had a 1 year old credit

My case, which was not an easy one, has been handled efficiently and succesfully by Karol.",BO,1.0,2021-12-09T23:58:46Z,Miles Car Rental
customer,1.0,"Super helpful

Called to make a change on a rental reservation Jessica was super helpful and made it super easy.",CW,1.0,2021-06-24T22:26:21Z,Miles Car Rental
Roger Benjamin,1.0,"Maria Salcedo is a Very Good cuatomer…

Maria Salcedo is a Very Good cuatomer service agent. She was nice and clear with everything.",PA,1.0,2021-09-25T21:40:24Z,Miles Car Rental
Ron Turner,1.0,"Rep Daniela Seasoned professional

Rep Daniela was professional, friendly, personable, knowledgable!!!",US,1.0,2022-04-19T16:24:32Z,Miles Car Rental
Eliot,0.8,"She was calm

She was calm, patient and helpful.",US,1.0,2022-07-02T19:31:28Z,Miles Car Rental
Betty S. Rivera,1.0,"Miles car Rental

Jessica Pineda me dio servicio excelente y es una agente super cordial y profesional.",US,1.0,2021-07-03T02:41:04Z,Miles Car Rental
elena tames,1.0,"amazing customer support

amazing customer support ! thank you",MX,1.0,2022-06-29T06:09:32Z,Miles Car Rental
Julie Chang,1.0,"Mui Bueno

Foreseeing plans to spending a short vacation in September 2021 in Las Vegas to see Ricky Martin and Enrique Iglesias at the MGM Garden Arena on Saturday the 25th, I still needed a decent price for wheels the day after in Sunday the 26th because I'm flying to San Francisco with my 2 friends to see Pitbull the next day. After a lot of searching over 6 weeks, I finally checked back with Miles car rental and secured a full size car at a great price for one day in San Francisco. I went through memberships, autoslash, and on different websites, but nobody could beat Miles Car Rental by a mile! I saved $25 over the least expensive price options on other websites! Pricing was similar to when I've used Miles Car Rental in the past when I flew to Orlando, Florida. Not only was it easy to use the website to make any kind of cancellations, to get a live person to talk to, to also drop off my car at a different location in Florida, but they had the best selection of SUVs . It being a bilingual website was unique. I'm only an English speaker, but I had excellent results so far this, and MCR is the best car rental service company online that I highly regard and will refer people to for locations in the contingent 48 states. I appreciate this company and its services. I hope that MCR will keep up the good work and always be there. I will come back to you miles car rental because you are the best. Aloha! Julie Chang from Honolulu Hawaii",US,1.0,2021-08-27T08:57:14Z,Miles Car Rental
Vi Potsch,1.0,"O William Ferreira me atendeu e foi…

O William Ferreira me atendeu e foi super educado. Obrigada.",US,1.0,2022-03-29T23:30:48Z,Miles Car Rental
Alex,1.0,"Jessica Pineda was very helpful and…

Jessica Pineda was very helpful and professional. Will use this service again",US,2.0,2021-06-15T00:15:32Z,Miles Car Rental
Yordan Zlatkov,1.0,"Very client-oriented service.

The service is very fast and stress free. Just what I needed for my trip.",BG,2.0,2021-08-16T23:56:50Z,Miles Car Rental
cliente,1.0,"DANIELLA WAS SO HELPFUL AND PATIIENT. HIGHLY RECCOMEND

DaNIELLA WAS SO HELPFUL AND PATIIENT. HIGHLY RECCOMEND",US,1.0,2022-04-07T20:57:45Z,Miles Car Rental
customer,1.0,Great and helpful Cindy!,US,1.0,2022-07-05T17:30:59Z,Miles Car Rental
Emma Ortega,1.0,"Best customer service I received

Best customer service I received.
Thank you for all your help.",US,1.0,2021-09-30T21:11:45Z,Miles Car Rental
Albert Russell,1.0,Service was great,BS,1.0,2022-07-09T18:57:37Z,Miles Car Rental
Jennifer Molina,1.0,"Gracias William Ferreira

Muy amable y excelente servicio de parte de William Ferreira!!",PR,2.0,2021-08-06T20:24:57Z,Miles Car Rental
Kayla,1.0,"Michael Hernandez was really helpful

Michael Hernandez was really helpful. Loved his accent!",CO,1.0,2021-12-18T20:55:10Z,Miles Car Rental
Renier,1.0,Excellent service by Emma,PR,2.0,2022-06-21T04:00:29Z,Miles Car Rental
Carolina Villagómez,1.0,"Emma was very effective and helpful

Emma was very effective and helpful, thank you very much",EC,1.0,2021-11-03T20:50:07Z,Miles Car Rental
Curtis,1.0,Everything was smooth,US,1.0,2022-06-26T19:00:47Z,Miles Car Rental
Rashaud,1.0,"Good service.

Had a problem and a we were able to fix it. Good service",US,1.0,2021-08-13T20:56:30Z,Miles Car Rental
Rish,1.0,"Karol Moreno excellent service and…

Karol Moreno excellent service and helpful",TT,2.0,2022-04-04T18:17:59Z,Miles Car Rental
Customer,1.0,"Excellent service from Wilson Perez

Excellent service from Wilson Perez. Couldn't fault him.",GB,4.0,2021-06-22T22:51:41Z,Miles Car Rental
cliente,1.0,"A quick no-frills platform that offered…

A quick no-frills platform that offered the best deal.",BR,1.0,2021-08-30T20:41:43Z,Miles Car Rental
Mr. Dias,1.0,Easy and good price!,BR,1.0,2022-06-21T16:57:03Z,Miles Car Rental
Jennai Bobcombe,1.0,"Excellent service received by from Michael…

Excellent service Recieved from Michael Hernandez",TT,1.0,2021-11-11T18:31:05Z,Miles Car Rental
Idaliz Massanet,1.0,"Jessica Pinedo

Jessica Pinedo - excellent service and very friendly",PR,2.0,2021-06-16T19:21:19Z,Miles Car Rental
Trini Challenges,1.0,"Karol Moreno great service and…

Karol Moreno great service and personality",TT,1.0,2022-02-23T16:34:55Z,Miles Car Rental
Belinda Herrera,1.0,"Excellent service was provided by…

Excellent service was provided by Arianna",US,1.0,2022-02-26T22:27:09Z,Miles Car Rental
customercarlos,1.0,"Excelentbaervice

Excelent service and support",US,1.0,2022-05-22T22:43:01Z,Miles Car Rental
Glen Baisden,1.0,"Karol was very good with the rental of…

Karol was very good with the rental of a car",BM,2.0,2021-12-21T16:17:47Z,Miles Car Rental
customer,0.8,"Customer Rep Good Service

Customer Rep Michael Hernández was very efficient.",BS,3.0,2021-07-19T17:21:03Z,Miles Car Rental
cliente,1.0,"William Ferreira

William Ferreira, no’s atendió excelente.",US,2.0,2022-02-15T23:55:46Z,Miles Car Rental
Lonnie D Hampton,1.0,"No one called and told me that the…

Good customer service getting my full refund back",US,1.0,2021-08-13T20:13:07Z,Miles Car Rental
customer,1.0,"Excellent

Martha at Miles provided great service. Thank you.",US,1.0,2021-06-10T21:08:21Z,Miles Car Rental
Miguel A. Torres,1.0,"Adriana Cardenas brindó un excelente…

Adriana Cardenas brindó un excelente servicio",CL,2.0,2021-11-25T04:47:14Z,Miles Car Rental
Jessica,1.0,"Good

Good and easy to book a car",US,1.0,2022-05-21T19:54:42Z,Miles Car Rental
Mala Maley,1.0,"Good service

Good service! Just what I needed.",US,3.0,2022-04-04T11:08:13Z,Miles Car Rental
Ismael Plata,1.0,TheBEST 100% recomend it,CO,2.0,2022-05-24T01:42:51Z,Miles Car Rental
customer,1.0,Great service!,US,1.0,2022-06-20T17:02:47Z,Miles Car Rental
customer,0.8,"Good option

Good option. Quick and Easy. Good prices.",CO,3.0,2021-06-13T03:07:36Z,Miles Car Rental
Bakker Smit,1.0,"great service

great service, fast and no headaches!",IL,3.0,2021-11-23T13:14:51Z,Miles Car Rental
cliente,1.0,Me atendió una muchacha excelentemente,US,1.0,2021-08-27T22:44:38Z,Miles Car Rental
cliente,1.0,"Anly Sanchez was amazing

Anly Sanchez was amazing. So helpful!",US,1.0,2021-07-20T15:14:44Z,Miles Car Rental
maria rosa cordeiro,1.0,She was great and very polite,US,1.0,2022-02-16T13:49:37Z,Miles Car Rental
Bruno F.,1.0,"Excelent

Excelent, good prices.",BO,12.0,2022-04-18T16:51:52Z,Miles Car Rental
Martin Damien,1.0,This shop is great.,US,1.0,2022-05-03T14:33:33Z,Miles Car Rental
David Holden-White,1.0,Great thanks Karol Moreno.,GB,2.0,2022-02-14T19:27:15Z,Miles Car Rental
Vizaface Promotions,0.8,"Good service

Good service, professional 🙏🏽",TT,1.0,2021-08-29T16:38:22Z,Miles Car Rental
daniel,1.0,Great service!!!!!,MX,1.0,2022-04-25T03:23:02Z,Miles Car Rental
Sylvia Molina,1.0,Fast and quick was the service.,PR,5.0,2021-06-29T18:57:04Z,Miles Car Rental
Juan,1.0,Excellent service!!Anly Sanchez,US,1.0,2021-06-22T18:13:01Z,Miles Car Rental
cliente,0.8,They helped me with my concerns,PE,1.0,2021-06-15T16:48:19Z,Miles Car Rental
Omar Steve,1.0,"Fast and fair

Fast and fair. Thank you sir.",AW,1.0,2021-09-07T16:33:42Z,Miles Car Rental
cliente,1.0,"Excellent service

Excellent service. Thank you.",PR,1.0,2021-07-29T04:49:15Z,Miles Car Rental
cliente,1.0,"Excellent job

Excellent job. Very helpful.",US,1.0,2021-09-08T15:25:08Z,Miles Car Rental
Scarlett Brea,1.0,Wilfer Perez was very helpful,US,1.0,2021-06-26T20:47:49Z,Miles Car Rental
customer,1.0,great and efficient response,MX,3.0,2021-07-14T21:18:25Z,Miles Car Rental
Lucas Andrés Agnello,1.0,"Cancelation

Very good atention",BR,1.0,2022-03-28T16:53:43Z,Miles Car Rental
Paola,1.0,Good service,PR,1.0,2022-05-06T06:01:57Z,Miles Car Rental
Reno Sweeting,1.0,Services are excellent,BS,1.0,2021-11-21T16:06:13Z,Miles Car Rental
cliente,1.0,"Super economical y bueno

Super economico y bueno",PR,1.0,2021-07-15T00:08:12Z,Miles Car Rental
Elvis Esparra Nuñez,1.0,Daisy Acosta,US,1.0,2022-04-06T00:28:28Z,Miles Car Rental
Juan FUENZALIDA-ALVAREZ,1.0,Great service love it,US,1.0,2021-08-15T20:21:12Z,Miles Car Rental
Michael Morales,1.0,Emma was very helpful,US,1.0,2021-07-27T18:38:34Z,Miles Car Rental
cliente,0.2,Very unsatisfactory,US,1.0,2021-09-20T18:45:13Z,Miles Car Rental
WILMARIE CRUZ,1.0,Karol Moreno,PR,1.0,2022-02-16T16:45:34Z,Miles Car Rental
Amir Asgari,1.0,Excellent service,GB,5.0,2021-08-05T21:50:25Z,Miles Car Rental
Carlos Reyes,1.0,Excelente servico,PR,1.0,2021-06-28T14:43:58Z,Miles Car Rental
Laerte,1.0,So great for all,US,1.0,2021-07-06T16:06:17Z,Miles Car Rental
cliente,1.0,Deisy Acosta,PR,1.0,2021-09-22T03:49:49Z,Miles Car Rental
cliente,1.0,Paula Franco,US,1.0,2021-09-08T18:55:23Z,Miles Car Rental
Genice,1.0,Excellent!!!,US,2.0,2021-09-08T04:04:46Z,Miles Car Rental
Francisco Garay,1.0,Deysi Acosta,MX,1.0,2021-09-03T00:45:40Z,Miles Car Rental
cliente,1.0,Deysi Acosta,CO,1.0,2021-08-31T20:24:50Z,Miles Car Rental
Melanie Lora,1.0,"Anly Sanchez

Anly Sanchez was of great service and very professional. I would definitely use your services again.",PR,1.0,2021-05-29T03:48:47Z,Miles Car Rental
customer,1.0,"She was the best help that I could ask…

She was the best help that I could ask for!very great job!",US,2.0,2021-05-28T22:05:14Z,Miles Car Rental
customer,1.0,"I always used miles

I always used miles, since i knew of it, the only thing i notice recently are the incresed prices, thanks",US,1.0,2021-05-26T19:24:36Z,Miles Car Rental
Yitzhak,1.0,Servicio perfecto William Ferreira,CR,3.0,2021-05-24T21:32:20Z,Miles Car Rental
Marvella S,1.0,"I had questions about the free travel…

I had questions about the free travel Insurance. How many people does it covers.
Emma helped me with the answers.
Emma thumbs up, you have been very helpful.",CW,1.0,2021-05-23T18:11:54Z,Miles Car Rental
Salvador,1.0,"Great support from Anly Sanchez

Great support from Anly Sanchez, she guide me througt all the process and gave me all the trust and confidence to get my car rental.

Thank a LOT!!!!!

Five star Service!!!",US,2.0,2021-05-21T02:03:33Z,Miles Car Rental
Maria Alvarado,1.0,"Marta Olivar was great

Marta Olivar was great! She helped me a lot with my transaction and changes I needed to do.",US,3.0,2021-05-20T19:07:09Z,Miles Car Rental
Rafael paredes de la Garza,1.0,"Experience of Service

Anly SANCHEZ very good service",MX,1.0,2021-05-20T04:20:40Z,Miles Car Rental
customer,1.0,"Andres gile was a great help and…

Andres gile was a great help and outstanding customer service. I will go all day about his patients and work ethi, but it would take forever .
Thanks to him and your company.",US,1.0,2021-05-20T02:02:58Z,Miles Car Rental
RAY,1.0,"Fantastic and patient service

Fantastic and patient service

I was assisted by Karen Orozco, who walked me through the entire online reservation process. She also explained all the pricing variables and noted my phone number at the start of the call so she could reach me in case the connection dropped.

Highly recommended!",CA,5.0,2021-05-19T15:40:47Z,Miles Car Rental
customer,0.8,Anly helped me and was good,US,1.0,2021-05-18T20:35:06Z,Miles Car Rental
Emilio Montanez,1.0,good deals on car rental,PR,1.0,2021-05-18T15:03:01Z,Miles Car Rental
Francisco Arizti,0.2,"The information is missleading..

The information is missleading... there are additional charges not clear",MX,2.0,2021-05-18T06:55:06Z,Miles Car Rental
Richie Mac Donald,1.0,"Very good and attentive

Very good and attentive. Muy amable.",SR,1.0,2021-05-16T18:59:16Z,Miles Car Rental
customer,1.0,"The best customer service I’ve ever…

The best customer service I’ve ever experience over the phone. Thank you Karen Orozco for all your support and patience. The company is lucky to have you as one of their team players!! Excellent service!!!!",AI,1.0,2021-05-14T00:08:24Z,Miles Car Rental
customer,1.0,Anly Sánchez was very kind and helpful,US,1.0,2021-05-11T22:48:14Z,Miles Car Rental
Luis Herrera,1.0,"My Trip to Houston

I have the pleasure to make a reservation of rent a car and Martha Olivar was an excellent customer service rep. she walked me through the reservation details. Thanks Martha you’re an amazing person and very good in making my reservation.",ES,3.0,2021-05-11T20:45:28Z,Miles Car Rental
Cami Peralta,1.0,"Karen Orozco was extremely helpful

Karen Orozco was extremely helpful. She explained me everything with details, I asked her to send me all the information by email and she did it, wait in line to confirm I received it and explained me again what she sent me. Also, she speaks English and Spanish. I couldn’t ask for more help! Thanks so much karen!",US,1.0,2021-05-10T17:37:28Z,Miles Car Rental
IVAN IDROVO,0.8,"The agents were real professionals

The agents were real professionals, friendly and supportive. However, their good performance was put down by the system as the online chat took more than 2 hours for addressing my queries.",PH,4.0,2021-05-10T17:14:45Z,Miles Car Rental
customer,1.0,"Anly Sanchez was amazing

Anly Sanchez was amazing. She was super friendly and She went above and beyond in rectifying a minor issue I had with my car reservation. She is the epitome of what excellent customer service should be!",US,1.0,2021-05-09T16:15:49Z,Miles Car Rental
Dulce Aguilera,1.0,"Thank you Anly Sanchez

Thank you Anly Sanchez! You were very helpful and thorough.",US,1.0,2021-05-08T00:06:37Z,Miles Car Rental
Mel Smith,1.0,"I was extremely worried because of my…

I was extremely worried because of my situation but the agent was very helpful and put me at ease. She clarified each step and told me what to do and what to expect.",US,2.0,2021-05-06T18:08:25Z,Miles Car Rental
Antonio escareno,1.0,Excellent service with Anly Sanchez,US,2.0,2021-05-06T00:07:57Z,Miles Car Rental
Lyle Sharman,1.0,"Anly Sanchez was great to work with…

Anly Sanchez was great to work with full of chuckles and laughter did the job great would use her again for a booking thank you very much Anly.",US,2.0,2021-05-05T22:30:35Z,Miles Car Rental
Consumer,0.8,"It was a good experience

It was a good experience, I had a change of date problem and Anly Sanchez was very helpful and made the process as smooth as possible and I had no issues picking up the rental in the end",US,1.0,2021-05-04T12:48:37Z,Miles Car Rental
Juanes MM,1.0,"I would like to say thanks to Karen

I would like to say thanks to Karen, her service was amazing to say the least. I would highly recommend this site to all of my friends and family",CO,1.0,2021-05-04T04:43:21Z,Miles Car Rental
customer,0.2,"Horrible

Horrible.
Waiting to call for refund now.",US,1.0,2021-05-03T01:46:56Z,Miles Car Rental
customer,1.0,"Anly Sanchez was excellent

Anly Sanchez was an excellent representative and was very helpful!",US,1.0,2021-05-02T19:49:44Z,Miles Car Rental
customer,1.0,"Good services very fast and efficient…

Good services very fast and efficient thank you very much",AW,1.0,2021-05-01T17:24:58Z,Miles Car Rental
Anthony Weir,0.2,"Horrible telephone customer service.

Horrible telephone customer service.
Agents non existent...holding listening to opera music upwards for ½ an hour and nada, nobody, just the silly recording.

After writing a scathing review on the Facebook page I got some relief and reprieve on direct messaging.

Forget the phone customer agent.....may run out of credit or battery before anyone gets to you.",JM,1.0,2021-05-01T01:15:58Z,Miles Car Rental
customer,1.0,Excellent service with karen .,US,1.0,2021-04-30T17:25:12Z,Miles Car Rental
Mauricio García,1.0,"Perfecto gracias

Perfecto gracias
William.",CO,1.0,2021-04-30T03:37:34Z,Miles Car Rental
Richard Pinder,1.0,"Awesome friendly service I recommend…

Awesome friendly service I recommend Miles Rental car to everyone.",BS,1.0,2021-04-28T18:58:51Z,Miles Car Rental
Gisele,1.0,"William Ferreira was extremely helpful…

William Ferreira was extremely helpful and kind. A really good experience.",MX,1.0,2021-04-28T00:23:11Z,Miles Car Rental
Marlon,1.0,"Very cooperative

The assistance of Lorena Ruiz for resolving my issue was exceptional. Thanks again",AW,1.0,2021-04-27T01:41:44Z,Miles Car Rental
Reynaldo Balvanera,1.0,"Jessica Fernandez five golden stars

Jessica Fernandez five golden stars. Thanks for your help.",MX,1.0,2021-04-26T16:58:53Z,Miles Car Rental
cliente,1.0,"Excelente servicio del sr William

Excelente servicio del sr William, pure arreglar mi problema!",US,1.0,2021-04-24T00:43:07Z,Miles Car Rental
Shakita,0.6,"Rental policy was very misleading upon…

Rental policy was very misleading upon making reservations. It's isn't stated anywhere other than with the associate at the counter that a credit check is required upon approval. My reservations was made and paid for online which stated that at the time of pick-up the requirements needed is major credit card, valid driver's license or the option of using a major debit card with sufficient funds to cover the deposit. Which I have!. You guys took my money for the reservation. Denied me service due to a credit check which was not mentioned at the time of booking. And no there's is no customer service available to assist me with a refund. I've been on the phone for an hour + and have yet to speak with anyone. This is unethical and unacceptable. Most certainly the first and last time I use this service........
Update since my last review: miles car rental did an excellent job responding to my review. I was refunded the total dollar value of what I paid for the reservation. I do not believe this mishap was any fault of their own as a third party entity,however the rental agency themselves need to do a better job with transparent about their policy. In my own discovery Hertz, thrifty and dollar are the ones requiring a soft
credit inquiries in order to rent( which shows on your credit report by the way) Avis and budget are only requiring the original documents which I would suggest because who honestly want inquiries on their credit report every time they rent a car. Anyway hope this helps someone traveling and/or vacationing. Thanks again Miles Car Rental for you understanding and cooperation!!!!",US,2.0,2021-04-28T19:54:00Z,Miles Car Rental
cliente,1.0,Great service!!,MX,1.0,2021-04-22T22:03:17Z,Miles Car Rental
customer,0.8,"Helpful as well as loyal on keeping their word

They don't accept debt cards. But the staff members are very helpful was very understanding of my circumstances. And kept their promise as well as they word.",US,1.0,2021-04-30T09:37:04Z,Miles Car Rental
Kenneth,0.2,"WARNING

WARNING. WARNING. This looks to be a scam! Went to the address and it was a post office. DON’T USE MILES CAR RENTAL.",US,2.0,2021-04-20T01:13:36Z,Miles Car Rental
customer,1.0,Excelent site for rent a car,NI,1.0,2021-04-14T06:51:05Z,Miles Car Rental
Jessica Baerga Alvarez,1.0,"Gracias William Ferreira excelente…

Gracias William Ferreira excelente servicio",US,1.0,2021-04-06T02:23:51Z,Miles Car Rental
Ramonita colon,1.0,"Carol Avila,excellent customer…

Carol Avila,excellent customer services. She has a good way to help customers and to inform a person.you should have more employes like her.Thank you Carol Avila!",PR,1.0,2021-04-01T23:50:08Z,Miles Car Rental
Frankie,1.0,Excellent..!,US,2.0,2021-04-01T21:33:21Z,Miles Car Rental
cliente,0.8,"I reserved and paid a full-size car and…

I reserved and paid a full-size car and received a intermediate/mid-size (jetta).


After my complaint, Miles' customer service was very good; they followed up on my problem and looked for a solution. Bad service from Budget but very good service from Miles.",US,1.0,2021-04-06T18:21:33Z,Miles Car Rental
Edwin R,1.0,"This was by far the best deal

This was by far the best deal! I couldn't even call the company directly to beat their own price. Karen was awesome customer service.",US,1.0,2021-03-30T19:38:24Z,Miles Car Rental
cliente,1.0,"Excelente customer service de William Ferreira…

El customer service de William Ferreira es simplemente excelente. Me ayudo a cancelar y dar de alta una nueva reservación muy fácilmente. Sin duda volvería a utilizar miles rental.",MX,1.0,2021-03-29T23:54:47Z,Miles Car Rental
Traski Jones,1.0,Very sweet and helpful,US,1.0,2021-03-29T22:37:20Z,Miles Car Rental
customer,0.2,"Website say 50 usd per day and then the…

Website say 50 usd per day and then the total
For
2 days is 800 usd for a compact car",US,1.0,2021-03-29T14:28:16Z,Miles Car Rental
Janine Lightbourne,1.0,"Efficient and Reliable

I was skeptical because I never heard of them and also read horror stories when renting vehicles. Once you print your voucher and follow instructions, good to go. Will definitely use again in the future and recommend to my friends.",BB,1.0,2021-03-29T02:23:28Z,Miles Car Rental
Harry mavropoulos,1.0,Thank you Karen,US,1.0,2021-03-29T00:06:32Z,Miles Car Rental
Alan Blankenship,1.0,"Karen Orozco

Karen Orozco, helped me and was VERY PROFESSIONAL and really helped me out. I’d use your service again if cost worked and she would be my agent. Great job ma’am! And TY.
Alan",US,1.0,2021-03-26T17:44:20Z,Miles Car Rental
Jacob Mangalath,1.0,"Amazing Customer Service

Amazing Customer Service.
They didn't have anything within a reasonable price (less than $300/day) so Karen Orozco actually went out of her way to search around and find a rental that fit my needs. She even calculated the Uber time and cost for me to get to the rental company. Karen was simply amazing and highly recommend her service.",US,1.0,2021-03-24T15:44:59Z,Miles Car Rental
ANTHONY CREIXELL,0.6,"YOU WONT PAY LESS.QUITE ON THE CONTRARY

At the end of the day I ended up paying double of what you said. It wasnt a good deal. Felt that information wasnt managed appropiately. You tend to cover all the costs involved and that just aint honest. Not renting from you again obviously.",MX,1.0,2021-03-24T04:14:12Z,Miles Car Rental
customer,0.2,"I’m not able to cancel my reservation…

I’m not able to cancel my reservation and I was even trying to book yet",US,1.0,2021-03-24T03:08:45Z,Miles Car Rental
Miguel Creuheras,1.0,"Very good prizes and discounts!

Very good prizes and discounts!
I found a great car.",MX,3.0,2021-03-22T05:48:50Z,Miles Car Rental
Desi Taylor,1.0,"Always turn to these guys when we wanna…

Always turn to these guys when we wanna rent a car. Great service to a good price as well. Top rating from us two :)",US,8.0,2021-03-21T18:29:27Z,Miles Car Rental
customer,1.0,Pretty good service from Karen orozo,US,1.0,2021-03-19T22:22:33Z,Miles Car Rental
David Eduardo cardenas,1.0,"The information was very fine

The information was very fine
Everything was 💯",MX,2.0,2021-03-17T19:20:36Z,Miles Car Rental
customer,1.0,It’s a very good service,MX,1.0,2021-03-15T20:05:01Z,Miles Car Rental
T.Oliver,0.2,"Would not refund my money

Would not refund my money. The company that I was attempting to get the car from doesn't accept debit. That is something I wasn't aware of prior to paying my money.",US,1.0,2021-03-15T18:35:39Z,Miles Car Rental
customer,0.2,"after booking I had to cancel…

after booking I had to cancel reservation and the hyperlink was broken and I tried calling and even tho it says 24hrs they we're not available",US,1.0,2021-03-15T08:38:34Z,Miles Car Rental
Penelope Ruiz,1.0,"Karol Avila helped me do four…

Karol Avila helped me do four reservations at one time! Very helpful and very nice! Made it all pleasant!",GT,4.0,2021-03-12T23:00:05Z,Miles Car Rental
Nicole,1.0,"Very consistent company

I have booked many times with this brooker so far im very happy with there service. Special thanks to Leidy Segura today she did a great job!",AW,1.0,2021-03-11T21:10:13Z,Miles Car Rental
Camilo Alberto Duarte Amezquit,1.0,"Miles Car Rental was easy to use and…

Miles Car Rental was easy to use and got a real good deal. It was quick and clear. I am very pleased and I recommend it. Thank you",CO,1.0,2021-03-09T16:51:13Z,Miles Car Rental
Charlton Francisco,1.0,Karin was great!,US,1.0,2021-03-08T21:55:33Z,Miles Car Rental
customer,0.2,"Bait and switch

Bait and switch! Quoted a price, clicked to book it and after entering my cc info and booking receipt came up with an additional $400 plus to paid paid at rental counter! No mention of this charge at all until after they had my $83.88 with no way to cancel or contact this company. Dont rent through them!!!!
UPDATE- We were finally able to get through to a customer service rep. The man was polite, canceled my reservation and told me he would request a refund. Another person called me about 30 minutes claiming that a refund would be issued to me. She apologized and asked if I would change my review here. I will update this further when and if the refund goes through on my CC.",US,1.0,2021-03-07T05:45:44Z,Miles Car Rental
