Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
Sofia Moncada,1.0,"Super

Aceablehave made this experience super fun and easay.",US,1,2022-07-01T00:44:07Z,Aceable
Kaylenn,1.0,"Would recommend this course to any one…

Would recommend this course to any one needing to do Defensive Driving. It is easy to use, not too boring and has good videos.",US,1,2022-06-30T23:02:42Z,Aceable
Ian,1.0,Fun and time manageable,US,1,2022-06-30T21:15:22Z,Aceable
Seyram Nyamasekpor,1.0,Aceable is just great and fun!,US,1,2022-06-30T20:45:02Z,Aceable
Adelaide Blessing,1.0,"New Drivers

Aceable keeps me awake and makes learning interactive instead of me falling asleep. It gives out amazing information in ways that I will remember and use on the road. 10/10 recommend for any new driver.",US,1,2022-06-30T20:03:42Z,Aceable
David,1.0,"What a great app

What a great app. Pleasant to listen to. Goes by quickly. The tests are reflective of what was just covered. Easy-breezy.",US,1,2022-06-30T17:24:33Z,Aceable
Feng,1.0,"Excellent

Excellent, really excellent!",US,1,2022-06-30T14:41:27Z,Aceable
Alejandro,0.8,"The only thing that surprised me and i…

The only thing that surprised me and i didn’t like was the price doubling from $30 to $60 for my required course!! Other than that, good job to the Aceable team on making driving school fun and enjoyable",US,1,2022-06-30T11:43:42Z,Aceable
Aubrey,1.0,"Great program

Great program. She learned and everything went well. She passed her drivers test. I was prepared with all the proper documentation.
This is my second child to use this program. I’ll use it again for the 3rd one in a few years.",US,1,2022-06-30T07:29:54Z,Aceable
Xyrille Anne Cayetano,1.0,"I love how the course is not boring and…

I love how the course is not boring and is fun.",US,1,2022-06-30T06:29:06Z,Aceable
Ben Blodgett,1.0,"Thumbs Up

Aceable is not hard to use, and it keeps you captivated to keep on learning.",US,1,2022-06-30T03:50:44Z,Aceable
Ivana Vasquez,1.0,Great learning experience,US,1,2022-06-30T03:42:21Z,Aceable
Tiffany Elliott,1.0,"Excellent

This is good apps you can learn a lot",US,1,2022-06-30T00:41:41Z,Aceable
Joyauna Hardin,1.0,Very Helpful,US,1,2022-06-30T00:08:22Z,Aceable
Jana,1.0,"This was an amazing

This was an amazing, simple, and efficient way to help those who are trying to drive responsible in todays world of unpredictable things. Thank you so much Aceable!",US,1,2022-06-29T23:28:33Z,Aceable
TWICE,1.0,"this was so easy I love aceable

this was so easy even when i didn't do aceable for months I still passed the certification test",NG,1,2022-06-29T23:11:06Z,Aceable
Charli,0.8,"My opinion in aceable is that it was…

My opinion in aceable is that it was very good other than the videos if the interviews seemed pointless because they seemed fake and the answers were wrong. If anything teens now days need examples of the correct answers.",US,1,2022-06-29T23:09:35Z,Aceable
Melanie,1.0,"EASY AND VERY HEALTHFUL

Pretty easy test and easy to watch!",US,1,2022-06-29T19:37:05Z,Aceable
Allison Paprocki,1.0,"The course was informative and has…

The course was informative and has helped me feel better prepared for driving. The best part and highest selling point is the flexibility of being able to use it whenever and where ever. However, I found the street trivia useless and frustrating as I was attempting to progress through the course but had to watch useless, uninformative videos. Overall, I strongly recommend the course.",US,1,2022-06-29T18:58:49Z,Aceable
Jonathan,0.8,"Quick and easy

It’s quick easy and hard to not succeed. You can have almost all of it knocked out in just a few days.",US,1,2022-06-29T10:33:43Z,Aceable
Grace,1.0,"I learned so much from Aceable

I learned so much from Aceable! They make it very easy to understand which helped a lot.",US,1,2022-06-29T10:02:55Z,Aceable
Hamzah,1.0,"Aceable Review

Aceable was a really helpful driving course. It explained the laws, traffic lanes and signs. As well as other things you need to know perfectly. Helped you how to function and fix your vehicle as well. Very nice and user-friendly course, have no complaints. I would recommend to use if you need to take the driving course.",US,1,2022-06-29T08:12:13Z,Aceable
Audrey,1.0,"Everything was super easy to follow

Everything was super easy to follow. That made it exciting and easy to use, and very helpful. I made the whole driving class easy to get my license. They even tell you what to do after you Complete their course. Aceable did great",US,1,2022-06-29T08:03:46Z,Aceable
SStrategic,1.0,"Good job.

Good job people.",US,4,2022-06-29T07:41:39Z,Aceable
Aaliya,1.0,"Aceable was really effective on…

Aceable was really effective on teaching me how to be a safe and responsible driver in every situation. 10/10 would recommend",US,1,2022-06-29T07:39:44Z,Aceable
Vanessa,1.0,"Love the illustrations and making the…

Love the illustrations and making the lesson so easy and tolerable! Would highly recommend this to a friend",US,1,2022-06-29T07:39:12Z,Aceable
Leah,1.0,"loved it

loved it. was super easy to do in my free time and kept me engaged by the short time limits. will recommend to friends!",US,1,2022-06-29T07:39:00Z,Aceable
Josh Pyle,1.0,so far so good,US,1,2022-06-29T06:43:35Z,Aceable
Tin,1.0,"This is a good place to begin your…

This is a good place to begin your driver education. Very easy and quick.",US,1,2022-06-29T05:53:27Z,Aceable
Isaac Babu,1.0,"Love this Drivers Ed!

Love this Drivers Ed, it really is the best one out there!",US,1,2022-06-29T01:55:56Z,Aceable
Sharpjet/,1.0,"Aceable is awesome!

Aceable is awesome! So much better than sitting in a classroom. Totally would recommend.",US,1,2022-06-29T00:23:57Z,Aceable
nathan aguirre,1.0,"Easy and convenient

Easy and convenient. Simple to understand as well.",US,1,2022-06-28T23:50:30Z,Aceable
Connor Casey,0.8,"Its great apart from......

This whole program is great apart from the videos taking years to load, at first I thought it was a internet issue but no, everywhere I went it was the same. But besides that little problem, its a very relaxed experience. So 4/5 stars for me.",US,1,2022-06-28T20:58:59Z,Aceable
Chandra,1.0,"Simple and humorous

It was very user friendly and gave explanations about safe driving in an entertaining format on video and with many funny jokes in the text. You won’t feel bored when taking this course.",US,2,2022-06-28T19:12:22Z,Aceable
Reina,1.0,"Enjoyable lectures

Fun and easy way of getting your license. You’ll never have a hard time understanding the lectures.",US,1,2022-06-28T18:13:32Z,Aceable
Valued Customer,1.0,"easy and informative

easy and informative! would recommend to any of my friends with kids earning their license to drive.",US,2,2022-06-28T17:02:12Z,Aceable
Pete,1.0,This was a good course,US,1,2022-06-28T08:21:57Z,Aceable
Adriana,1.0,"Best Drivers Ed!

Aceable made things fun and memorable. Something Ace would always tell us to do is to drive “Legally and Responsibly” (the Acelets know what I’m referring to). From the funny street trivia, to the life lessons, it was a blast. We learned so much more than road safety, Ace taught us how not to give into peer pressure, which can help on the road or in one’s life. He not only told us what was dangerous, he told us why and gave real life examples. Thanks to Aceable, I know I will be a safe driver on the road! (Or as we like to call it, an Aceable Driver)!",US,1,2022-06-28T07:24:21Z,Aceable
Jaden,1.0,"nice!

Very easy to follow course, very informative overall really good :D",US,1,2022-06-28T07:12:41Z,Aceable
AnaAlvarez,1.0,"It was fun to use the app and easy to…

It was fun to use the app and easy to learn.",US,2,2022-06-28T06:42:53Z,Aceable
Bree,1.0,"I enjoyed the format of the course

I enjoyed the format of the course, the ability to do this process at my leisure was exceptional. Thank you for making this experience incredible.

Bree
16 yrs old",US,1,2022-06-28T06:34:14Z,Aceable
Leslie,1.0,"Good Robot

Easiest course ever and you really do learn a great amount! It wasn’t all learning it’s interactive and funny.",US,1,2022-06-28T06:03:31Z,Aceable
AY,1.0,"For me

For me, aceable was an amazing course because I learned all the information in a fun and efficient manner! great experience!",US,1,2022-06-28T05:01:21Z,Aceable
Richard,1.0,The best website,US,1,2022-06-27T22:21:20Z,Aceable
CT,1.0,"Amazing App

Amazing App. Will most definitely recommend to people who can’t attend the in person drivers course",US,1,2022-06-27T20:24:00Z,Aceable
Christopher Mobe,1.0,Very Helpful.It's awesome,US,1,2022-06-27T18:57:25Z,Aceable
Strait,1.0,"It was good

It was good 🤙",US,1,2022-06-27T07:13:59Z,Aceable
Raeleigh,1.0,"The Course Experience

The course was absolutely amazing and it really helped me with the final test.",US,1,2022-06-27T05:24:58Z,Aceable
Omolara,1.0,"The fact that I could do it anywhere…

The fact that I could do it anywhere and at my convenient time,made it all worth it
I also enjoyed the class and laughed in between cos ACE was so funny!!!",US,1,2022-06-27T04:18:50Z,Aceable
Sebastian,0.6,"some of the answers after reviewing…

some of the answers after reviewing using the Ohio bmv website were wrong and factually incorrect, could use some updating",US,1,2022-06-27T04:10:50Z,Aceable
Elias,1.0,Very informative step-by-step guide,US,1,2022-06-27T04:02:57Z,Aceable
JaWanda,1.0,"The best

The best! Doesn’t feel like a test feels like a tv show!",US,1,2022-06-27T03:30:19Z,Aceable
Al,1.0,Great course.,US,1,2022-06-27T02:47:23Z,Aceable
Hello Moto,1.0,Real easy 100 percent recomend,US,1,2022-06-26T04:48:45Z,Aceable
Johnathan Martinez,1.0,"GREAT

LOVE IT! The course is easy and fast to do!",US,1,2022-06-26T04:36:09Z,Aceable
Carlos C,1.0,aceable is a great teacher,US,1,2022-06-25T20:48:43Z,Aceable
Aleksei,1.0,"Aceable is fully capable of making you…

Aceable is fully capable of making you pass the test and get the certificate with 100% score. The robot knows what he is doing! ;-)",US,1,2022-06-25T20:44:00Z,Aceable
Mariah,1.0,"Great and easy to understand

I was hesitant to start any driving program because I thought it would be very complicated. With aceable, I was able to get my permit and am on the path to getting my driver's license.",US,1,2022-06-25T18:08:32Z,Aceable
Patrick,1.0,It was easy to understand everything,US,1,2022-06-25T17:38:25Z,Aceable
Avery York,1.0,"Aceable is absolutely amazing!

I really love Aceable. It was a very fun and effective way for me to learn my ways of the road. Ace gives very good tips for if I were every situation that I might encounter while driving. Aceable had been a great help. Definitely would recommend this program",US,1,2022-06-25T06:54:01Z,Aceable
Chris,1.0,"This training was way more informative…

This training was way more informative and attentive than sitting in a classroom.",US,1,2022-06-25T02:56:03Z,Aceable
Audrey,1.0,"Loved this course

Loved this course! The humor was a great way to keep me on track and the lessons were so simple and to the point. Would def recommend.",US,1,2022-06-25T02:23:47Z,Aceable
ERIN,1.0,Absolutely amazing,US,1,2022-06-25T01:20:05Z,Aceable
Kerria Alexander,1.0,"This website really help me a lot

This website really help me a lot, i feel like Im going to ace the test and aceable is going to help me do so!",US,1,2022-06-25T01:16:46Z,Aceable
Jera,1.0,"I thought the aceable driving course was great!

I thought the aceable driving course was actually pretty fun, the street trivia was fun to watch. Ace read the course to me, and it made the course a lot less boring in my opinion. I’d recommend this course to more people. Though, I do admit, I’ll miss Ace.",US,1,2022-06-25T01:04:08Z,Aceable
Andrea,1.0,"Because I can do it on my own time

Because I can do it on my own time. I have taken this course twice for personal reasons. Once in 2019 and again 2022. I appreciate that taught how to act when a police officer stops you",US,1,2022-06-24T23:51:29Z,Aceable
Sarah,1.0,"It has been an amazing experience with…

It has been an amazing experience with this course. I would recommend to friends and family!",US,1,2022-06-24T23:06:04Z,Aceable
Elmeta,1.0,"Recommended for all types of learners

Aceable helped me prepare everything i needed to do before beginning to drive :).",US,1,2022-06-24T22:02:53Z,Aceable
Mercedes,1.0,"Ace the Aceable course!

Aceable is such an amazing website for Drivers Ed! I loved it so much, especially since you can access it and finish it at your own pace. They teach you everything and make sure you understand before moving on.",US,1,2022-06-24T20:58:32Z,Aceable
SANJAY,1.0,"A good course with very easy to…

A good course with very easy to understand teaching merhods",US,1,2022-06-24T20:41:08Z,Aceable
Owen,0.8,"Pretty Good but some minor inconveniences.

So I like the way they made it accessible to phones which was very nice but when I went to turn my phone sideways to lay down on my side the screen would automatically turn sideways while I still have my phone upright to my point of view. Another annoying thing was that when I wanted to have the screen sideways some of the pictures in the app would be so big that I could only read 1 sentence at a time and would have to be constantly scrolling just to read 1 sentence which was very annoying. And lastly there were a few sentences that didn't seem complete, and that looked like someone forgot to finish the sentence. It's nice and convenient explained everything throughly but has some things that need to be worked on. Besides that this app is great and would 100% recommend!",US,1,2022-06-24T19:43:12Z,Aceable
Bailey,1.0,"Super easy to use

Super easy to use doesn't take long to complete. I personally completed the course in two days I loved it.",US,1,2022-06-24T19:37:25Z,Aceable
Sean,1.0,"Outstanding course. Would 100% recommend

This course was amazing. The added humor and other fun stuff like that helped me stay on track. The information was clear, concise, and felt like I would actually use it while driving. I would recommend this course to anyone who is looking to do drivers education because someone can listen and read, just listen, or just read the text, which is outstanding. Great course :)",US,1,2022-06-23T22:21:39Z,Aceable
Cheyenne,1.0,Amazing app love it,US,1,2022-06-23T18:32:59Z,Aceable
Qwexta H,1.0,"honestly a lot easier than I thought

honestly a lot easier than I thought, even though I struggle with online courses this was easy to follow.",US,1,2022-06-23T07:19:32Z,Aceable
Claudia Izel Santos,1.0,"This is a wander full way of learning

This is a wander full way of learning. I love it.",US,1,2022-06-23T02:46:05Z,Aceable
Erin,1.0,"Really good

Really good it was really easy",US,1,2022-06-22T23:19:58Z,Aceable
Koen,1.0,"Aceable was a great experience

Aceable was a great experience, all the information I needed was there and it was very simple to navigate and now I feel accomplished and have almost received my license.",US,1,2022-06-22T20:40:38Z,Aceable
Joyce,1.0,Well structured and informative.,US,1,2022-06-22T20:27:37Z,Aceable
Marcus,1.0,"The best drivers ed class in texas

Easy to keep focus and pass the course, the way it is being taught through memes and instructional video",US,1,2022-06-22T18:56:45Z,Aceable
Luz Contreras,1.0,"very easy to learn

very easy to learn, i like how you are able to take your time going thru this course without feeling rushed. another thing is that you are able to stop where you are at and it will save your spot for you.",US,1,2022-06-22T18:53:56Z,Aceable
Krista,1.0,Great course for any age driver,US,1,2022-06-22T16:20:23Z,Aceable
Logan,1.0,"This was very useful and easy to use…

This was very useful and easy to use and much better than a state-led course in a classroom.",US,1,2022-06-22T06:39:42Z,Aceable
Shyanne,1.0,"Glorious

It was a very enjoyable yet not time-consuming way to learn how to drive",US,1,2022-06-22T03:45:23Z,Aceable
Cannon Snow,1.0,"Playing Catch-Up

Because of the military, I moved to America from Italy (where the driving age is 18) as a 16-year old. Everyone else was able to drive, so I wanted to be able to catch up as soon as possible. This course has been very fun so far, offering a fast, immersive, educational, and entertaining solution to the stereotypically boring driver's ed courses. Would give it a 6/5 if I could; this program was far and away the best option.",US,1,2022-06-22T02:37:09Z,Aceable
Joanna,1.0,"I love it !!

I love it !!! Awesome app 👍 it's worth it.",US,1,2022-06-22T02:35:35Z,Aceable
Margarita Patlan,1.0,"Do this if you can!!

This is an absolutely amazing way to learn how to get your drivers permit 10/10",US,1,2022-06-22T00:14:29Z,Aceable
Perla castro,1.0,Great tips on driving,US,1,2022-06-21T23:41:37Z,Aceable
Charity,1.0,great course,US,1,2022-06-21T20:44:47Z,Aceable
Evan Snyder,1.0,"Very helpful

Very helpful, I feel like I learned a lot through Aceable.",US,1,2022-06-21T19:15:05Z,Aceable
minnie,1.0,"I just like how you explained…

I just like how you explained everything bc im a visual learner and im dumb",US,1,2022-06-21T17:57:33Z,Aceable
Nely,1.0,"Excellent.

The information is very well structured. It's an excellent course.",US,1,2022-06-21T17:22:05Z,Aceable
Neeru Marya Sharma,1.0,"The course was well designed and easy…excellent

The course was well designed and easy to follow.",AE,2,2022-06-21T16:06:13Z,Aceable
Haley,1.0,Very informational,US,1,2022-06-21T13:03:56Z,Aceable
Diana,1.0,"Everything was easy

Everything was easy! Especially after printing the instructions! Thank you!",US,1,2022-06-21T00:19:45Z,Aceable
Caroline,1.0,"User friendly

It’s a very user friendly app.",US,1,2022-06-20T22:38:42Z,Aceable
Rash,1.0,"Excellent driving learning course

Excellent driving learning course! Easy to understand and make you prepare to pass the test.",US,1,2022-06-20T20:46:53Z,Aceable
Daisy Anders,1.0,"Choose Aceable for your DL learning course

Aceable provides an up-front and honest driving course while also providing facts and statistics that help prove that the laws and regulations are there for a reason. They also make it fun with jokes and memes relevant to the subject their teaching you.",US,1,2022-06-20T19:44:47Z,Aceable
Richard,0.8,"Pretty Great!

I passed no problem. They were a bit deceiving on how you get the certificate, so I paid $10 extra for no reason.",US,1,2022-06-20T19:02:43Z,Aceable
Maryhelen,1.0,"The course was flexible with allowing…

The course was flexible with allowing me to save my progress and resume. I didn’t have to do it all in one sit down.",US,1,2022-06-20T18:15:16Z,Aceable
Yuriy T,0.2,"Results never summited to court

Finished Aceable traffic schools for California court. Unfortunately, Aceable never summited course completion to court, so traffic point was never ""erased"".
Tried to call Aceable multiple times, but with any success.",US,1,2022-06-20T11:29:54Z,Aceable
Dariana,1.0,"USE ACEABLE

USE ACEABLE
it’s flexible, easy, convenient and thorough with your process 10-10!",US,1,2022-06-20T10:07:58Z,Aceable
Ezra,1.0,"This is one of the best I really love the robot guy he made me cry at the end 😭😭

I miss the robot guy already",US,1,2022-06-20T10:05:47Z,Aceable
Mohammad,1.0,Many thanks for your support,US,1,2022-06-20T08:37:13Z,Aceable
Ceriah,1.0,"Good

Good business",US,1,2022-06-20T02:52:33Z,Aceable
王楚昱,1.0,"Thank u

Thank u. Minimally painful.",US,1,2022-06-20T01:59:00Z,Aceable
paige,1.0,"aceable is #1

i love aceable",US,1,2022-06-19T23:49:09Z,Aceable
Fairy,1.0,"They really walked me through the…

They really walked me through the basics. Ot was also convenient that’s why
I can do it at my own pace.",US,1,2022-06-19T17:04:22Z,Aceable
Jesus,1.0,Easy to understand,US,1,2022-06-19T16:53:20Z,Aceable
RS,1.0,"Easy to navigate & I loved that I could…

Easy to navigate & I loved that I could stop and start and it went right back to the same place I left. The only improvement I would make is to be able to set a date you want it completed by & the app to track that so I completed it on time for my ticket!",US,1,2022-06-19T16:43:21Z,Aceable
happy customer,1.0,"No regrets

Simple, organized, and easy to understand lessons. If I wasn’t so busy I probably would’ve finished all eleven levels in two days…one day if I wasn’t writing down notes. I definitely recommend to anyone.",US,1,2022-06-19T11:36:33Z,Aceable
This Is a YouTube Channel,1.0,This app is a W,US,1,2022-06-19T06:27:28Z,Aceable
Luciana Mulle,1.0,well explained course,US,1,2022-06-18T23:35:55Z,Aceable
Brianna,1.0,Very easy to use and good learning tool.,US,1,2022-06-18T17:42:58Z,Aceable
Juli,1.0,"Easy to follow and understand

Easy to follow and understand. Engaging and a helpful reminder of laws of the road.",US,1,2022-06-18T17:41:47Z,Aceable
Jacob,1.0,"Its enjoyable

Super enjoyable and the narrator ace is a funny and fun character to listen to. I learned a bunch more than expected to and the content was quite interesting.",US,1,2022-06-18T08:35:35Z,Aceable
Robbin Allen,1.0,"Very informative

Very informative, it took me a few days but that’s OK I learned a lot! Thank you for the program",US,3,2022-06-18T07:21:14Z,Aceable
Angie,1.0,"Excellent course

I don't know how people can drive without taking a proper course (this one, for example). I've learned a lot with Aceable, and it unexpectedly felt like the cultural studies for me as an immigrant (the rules of the road, driving culture/habits, and even roads and cars are quite different from those in my country). I wasn't actually required to take it due to my age but I am very glad that I did. They make it very easy for you to prepare for the exams and driving. Thanks a lot, Aceable.",US,1,2022-06-18T02:05:27Z,Aceable
Donitta Palmier,1.0,"was a great program I learned allot

was a great program I learned allot. I just have SMALL suggestion.
When returning to the road after an emergency vehicle has passed, becareful and watch for more emergency vehicles following. Often there are other vehicles following the fire truck, the fire chief, an ambulance. So many accidents. happen because they think its all clear after the initial vehicle .

but great program",US,2,2022-06-18T01:55:32Z,Aceable
Bill Nguyen,1.0,"Easy to understand and those video that…

Easy to understand and those video that they showed are very informative on what to do and not to do.",US,1,2022-06-18T01:48:39Z,Aceable
Edward,0.8,"18yr old and up course

I never completed the teen course because of to many requirements but the adult course was easy",US,1,2022-06-18T01:41:53Z,Aceable
Austin Acosta,1.0,"10/10 Very Great

Aceable is very helpful and informative. It helps you tremendously with everything you need to know and provides you with all the information necessary to be a good and safe driver. highly recommend.",US,1,2022-06-17T22:12:01Z,Aceable
Tagomotsu,1.0,"It's a good program

I like the information that is given to me and how I am am immediately questioned about said information to see if I remember it. The information is also very easy to understand.",US,1,2022-06-17T12:40:55Z,Aceable
B L,1.0,"Not complicated and easy to understand…

Not complicated and easy to understand and follow. Thank you Aceable.
Will recommend to my friends and classmates.",US,1,2022-06-17T05:00:29Z,Aceable
alosno,1.0,"thank you aceable

the best thing i could ask for aceable is so convenient, easy , and you can do it wherever even when i was at work and they helped me instantly when i needed help i love aceable and will always be thankful for it.",US,1,2022-06-17T03:11:32Z,Aceable
YOSHIYUKI,0.8,"good

it takes long time to finish it",US,1,2022-06-17T02:42:31Z,Aceable
Kanye East,1.0,"It was easy to understand and at the…

It was easy to understand and at the perfect pace ace read everything amazingly it was awesome",US,1,2022-06-17T01:54:49Z,Aceable
Saadi,1.0,"It’s was really helpful and It was…

It’s was really helpful and It was really easy and it’s all there for and the help you get is the best thing",US,1,2022-06-17T01:06:30Z,Aceable
Savannah,1.0,"Fast and easy

The process was super fast and easy! Application was super easy to use and made it easy not having to use the computer. 10/10",US,1,2022-06-17T01:04:30Z,Aceable
Angel Isijola Kaylamojie,1.0,"I honestly enjoyed this lesson

I honestly enjoyed this lesson. It took a while but it's worth it. It is so better than actually going to a place to learn it. Thank you Aceable",US,1,2022-06-16T23:45:52Z,Aceable
AKPS,1.0,"So great!

So great! Made it very easy to understand.",US,1,2022-06-16T23:24:45Z,Aceable
Kelsie Farthing,1.0,"Love it

It’s very helpful especially when I have trouble reading it is very helpful with the reading it to me.",US,1,2022-06-16T21:20:22Z,Aceable
Ahmad,1.0,"5 Stars

10 characters",US,1,2022-06-16T10:37:18Z,Aceable
Shayaan,0.8,"My Aceable Experience

Videos wasted time alot but overall good experience and fast way to get your licence/permit",US,1,2022-06-16T04:21:53Z,Aceable
Isaiah Pierce,1.0,"so easy to understand

so easy to understand, not stressful or boring, really enjoying drivers ed.. that's never been said before",US,1,2022-06-16T00:54:42Z,Aceable
Travis,1.0,"Although a little bit irritating with…

Although a little bit irritating with the worse than dads level of jokes, it was a well organized program. It seemed to be much longer than stated and Pacing was too slow.
ill recommend this program to any new drivers.",US,1,2022-06-15T21:09:19Z,Aceable
Sean,1.0,"A very trustworthy app

A very trustworthy app! Thank you for helping my son.",US,1,2022-06-15T20:20:52Z,Aceable
erid,1.0,"It was a really great experience and I…

It was a really great experience and I recommend it to some of my friends",US,1,2022-06-15T20:17:12Z,Aceable
Kamali perkins,1.0,Its very simple.,US,1,2022-06-15T06:31:31Z,Aceable
Ana,1.0,"Amazing

Amazing everything went great I loved the experience",US,1,2022-06-15T06:05:59Z,Aceable
angie ramos,1.0,"Best way to gain your license

Best way to gain your license, very descriptive, and not boring",US,1,2022-06-15T03:49:46Z,Aceable
audrey lolx,1.0,"Very good visuals that helped me truly…

Very good visuals that helped me truly understand the laws of traffic.",US,1,2022-06-15T01:35:24Z,Aceable
Jonas,1.0,"Every new driver should take this…

Every new driver should take this course , so they know what to do",US,2,2022-06-15T00:15:06Z,Aceable
Trinity,1.0,"good

good drivers ed, helped me learn a lot",US,1,2022-06-14T21:10:13Z,Aceable
Eric Franco,1.0,"I really enjoyed doing this course

I really enjoyed doing this course because it provided an amusing experience, and I would definitely recommend others to take this course.",US,1,2022-06-14T18:31:16Z,Aceable
Lauren,1.0,"Aceable has been a great tool for me to…

Aceable has been a great tool for me to obtain my permit and license. Not only has this program been quick and easy, but it has been fun as well! I will definitely recommend Aceable to my friends who are wanting to drive as well. :)",US,1,2022-06-14T18:09:04Z,Aceable
W. Masterson,0.8,"Did not understand how to advance pages…

Did not understand how to advance pages at first. Content was great. Memorable videos.

Highly recommend this course to improve driving skills and be reminded of safe operation of your vehicle on the road.",US,2,2022-06-14T18:00:22Z,Aceable
Danielle,1.0,"Love the Audio course!

The audio course was exactly what I needed. I put off doing my defensive driving course because I didn’t want to sit in front of my computer for 6 hours. The audio course made it so I could listen while working around the house, exercising and unpacking boxes after our recent move. My 7 year old found the course fascinating and always wanted me to wait until he was around to play it!",US,1,2022-06-14T16:55:18Z,Aceable
Eric,1.0,"Easy to learn

Easy to learn, if you apply yourself!",US,1,2022-06-14T16:44:09Z,Aceable
Peter,1.0,"Superb 👌🤝

Superb👌🤝 you are awesome guys",ZW,1,2022-06-14T16:44:05Z,Aceable
Lei,1.0,"Good

Good. The video of Drive Stop has no subtitl. I am a new immigrant, my English listening is average, so I hope it can be improve.",SG,1,2022-06-14T16:40:56Z,Aceable
Ziya Winter,1.0,I love this app very helpful,US,1,2022-06-14T09:43:47Z,Aceable
Neil,1.0,Ive learned a lot tnx Aceable😃,US,1,2022-06-14T08:30:04Z,Aceable
Miwendy Francius,1.0,it very helpful and I learn a lot thanks,US,1,2022-06-14T08:27:34Z,Aceable
Yraida,1.0,"I love it

I love it. Every chapter is very well explained!!",US,1,2022-06-14T05:49:37Z,Aceable
luciano rivera,1.0,Really good teaching,US,1,2022-06-14T00:43:26Z,Aceable
Sachin,1.0,"Kept it interesting and not boring at…

Kept it interesting and not boring at all. Very useful information.",US,1,2022-06-13T23:22:49Z,Aceable
Hannah,1.0,"The audiobook in the program was super…

The audiobook in the program was super helpful to me because it allowed me to be able focus more, and I loved how the teacher broke down each lesson because I was able to better grasp the concept of driving.",US,1,2022-06-13T21:55:39Z,Aceable
Neha,1.0,"Aceable is fun

Aceable is fun, convenient, and extremely easy to navigate! Far superior to any other drivers Ed truly.",US,1,2022-06-13T21:15:33Z,Aceable
Adrian,1.0,"First and foremost

First and foremost, the Aceable defensive driving program is awesome. I was able to easily access the program and complete it in the 6 hour timeline. The course was very thorough and easy to manipulate. I would recommend to anyone needing to take a defensive driving course, to definitely make contact with Aceable defensive driving.",US,1,2022-06-13T20:05:31Z,Aceable
Not Applicable,0.6,"It's simple enough to get it done

It's simple enough to get it done.
The graphics, animation and meme formatting are outdated or low budget while Ace, the shining icon of the course is more reminiscent of a Scrappy Doo like character. The course has slides with filler or common sense statements that you just have to sit through because of the timer. Our friend Ace pops up periodically like Clippy the office assistant reminding us of what we should and shouldn't do.
When you finish, your reward for the finish line (your certificate) appears in minutes and then you can be off to your local DPS office to go do what you need to.",US,1,2022-06-13T18:20:17Z,Aceable
Yuji,1.0,Very friendly system to user.,US,1,2022-06-13T17:28:54Z,Aceable
Tervil Marende,1.0,it was easy for me,US,1,2022-06-13T09:19:05Z,Aceable
Rambabu Nalagandla,1.0,"Excellent course for begineers instead of studying handbook

Excellent course for begineers, this is really useful as the course is with sceanrios.",US,1,2022-06-13T05:58:40Z,Aceable
Nelson Fernandez,1.0,"5/5 would recomend

this is an excellent way to learn how to drive it makes it so much easier specially if you tend to lose interest easily like me would recomend",US,1,2022-06-13T05:07:21Z,Aceable
alexis alvarez,1.0,"Ace is comforting.

the robot is comforting.",US,1,2022-06-13T02:20:36Z,Aceable
Gianna,1.0,"Astonishing

very good. wow",US,1,2022-06-13T01:25:26Z,Aceable
Michelle Guerra,1.0,"Yes.

honestly, best driving school for the money",US,1,2022-06-13T00:55:34Z,Aceable
Michael,1.0,"A very good place to start your license…

A very good place to start your license journey.",US,1,2022-06-13T00:39:50Z,Aceable
Jamison McBride,1.0,"AMAZING PROGRAM

Very straightforward and informative and helped me get my license in what felt like no time!",US,1,2022-06-12T20:01:43Z,Aceable
Laxminarayanan,1.0,"Good Content

The content was nicely presented and Ace, the Robot was Wonderful !!! Thank you team for such a content.",US,1,2022-06-12T19:58:45Z,Aceable
Denise Mckee,0.2,"Do not sign up for this service

Do not sign up for this service. The lower price they offer is hitched to a 30 free trial that if you do not cancel right away, they continue to charge you. I ended up paying more for the driver's online classes than I should have.",US,1,2022-06-12T18:37:12Z,Aceable
Ange,1.0,"Great online drivers ed course

Coming into a drivers Ed course, I thought I’d be stuck for 6 hours, bored and uninterested, but Aceable really drew me in with the reading-aloud feature, jokes, videos, and statistics. I came out really well Informed thanks to Aceable.",US,1,2022-06-12T09:24:58Z,Aceable
Tate Kirschner,1.0,"Fantastic Course that I’d refer my friends to

The curriculum was easy to understand. Easy to navigate, and was engaging. It was funny and lighthearted when it wanted to be, but serious and firm when it needed to be. I appreciated the constant reiteration of the No Tolerance laws of the state of TX on Minor drinking. As an Eagle Scout and community volunteer I really appreciate the ease and efficiency and tone of the course. I think it puts a fun and engaging spin on a normally boring or even dry presentation of laws and rules.",US,1,2022-06-12T08:51:16Z,Aceable
Lord Bean,1.0,I have confirmed It's lit,US,1,2022-06-12T03:34:18Z,Aceable
NYAMAGAMBO/THEOGENE,1.0,Great site to learn from,US,2,2022-06-12T01:33:52Z,Aceable
Jeremiah,1.0,"Great

Great, easy and fun to learn!",US,1,2022-06-11T21:30:03Z,Aceable
